No.,Time,Source,Destination,Protocol,Length,Signal strength (dBm),Noise level (dBm),Signal/noise ratio (dB),Channel,Frequency,Info,Loation,Time_of_day,Day,Sequence Number,Retransmission Flag,Retransmission Count,absolute time,Latency
3110,2024-10-26 15:02:55.533,HewlettPacka_7b:28:d1,Broadcast,802.11,340,-73 dBm,-78 dBm,5 dB,6,2437MHz,"Beacon frame, SN=1181, FN=0, Flags=........C, BI=100, SSID=""UNSW Guest""",Library,15,Saturday,1181.0,0,0.0,2024-10-26 15:02:55.533,0.0
3111,2024-10-26 15:02:55.533,HewlettPacka_7b:28:d2,Broadcast,802.11,361,-73 dBm,-78 dBm,5 dB,6,2437MHz,"Beacon frame, SN=1182, FN=0, Flags=........C, BI=100, SSID=Wildcard (Broadcast)",Library,15,Saturday,1182.0,0,0.0,2024-10-26 15:02:55.533,0.0
3112,2024-10-26 15:02:55.534,HewlettPacka_7b:28:d3,Broadcast,802.11,368,-71 dBm,-78 dBm,7 dB,6,2437MHz,"Beacon frame, SN=1183, FN=0, Flags=........C, BI=100, SSID=""uniwide""",Library,15,Saturday,1183.0,0,0.0,2024-10-26 15:02:55.534,0.001
3116,2024-10-26 15:02:55.537,CloudNetwork_c0:02:ff,0a:46:d1:15:56:b4,802.11,55,-67 dBm,-78 dBm,11 dB,6,2437MHz,"QoS Null function (No data), SN=3120, FN=0, Flags=.......TC",Library,15,Saturday,3120.0,0,0.0,2024-10-26 15:02:55.537,0.003
3119,2024-10-26 15:02:55.547,HewlettPacka_79:f0:10,Broadcast,802.11,369,-70 dBm,-78 dBm,8 dB,6,2437MHz,"Beacon frame, SN=203, FN=0, Flags=........C, BI=100, SSID=""UNSW-IoT""",Library,15,Saturday,203.0,0,0.0,2024-10-26 15:02:55.547,0.01
3120,2024-10-26 15:02:55.547,HewlettPacka_79:f0:15,Broadcast,802.11,378,-70 dBm,-78 dBm,8 dB,6,2437MHz,"Beacon frame, SN=204, FN=0, Flags=........C, BI=100, SSID=""eduroam""[Malformed Packet: length of contained item exceeds length of containing item]",Library,15,Saturday,204.0,0,0.0,2024-10-26 15:02:55.547,0.0
3121,2024-10-26 15:02:55.547,HewlettPacka_79:f0:11,Broadcast,802.11,340,-71 dBm,-78 dBm,7 dB,6,2437MHz,"Beacon frame, SN=205, FN=0, Flags=........C, BI=100, SSID=""UNSW Guest""",Library,15,Saturday,205.0,0,0.0,2024-10-26 15:02:55.547,0.0
3122,2024-10-26 15:02:55.547,HewlettPacka_79:f0:13,Broadcast,802.11,352,-71 dBm,-78 dBm,7 dB,6,2437MHz,"Beacon frame, SN=206, FN=0, Flags=........C, BI=100, SSID=""Global_Students""",Library,15,Saturday,206.0,0,0.0,2024-10-26 15:02:55.547,0.0
3123,2024-10-26 15:02:55.548,HewlettPacka_79:f0:12,Broadcast,802.11,361,-70 dBm,-78 dBm,8 dB,6,2437MHz,"Beacon frame, SN=207, FN=0, Flags=........C, BI=100, SSID=Wildcard (Broadcast)",Library,15,Saturday,207.0,0,0.0,2024-10-26 15:02:55.548,0.001
3124,2024-10-26 15:02:55.548,HewlettPacka_79:f0:14,Broadcast,802.11,368,-70 dBm,-78 dBm,8 dB,6,2437MHz,"Beacon frame, SN=208, FN=0, Flags=........C, BI=100, SSID=""uniwide""",Library,15,Saturday,208.0,0,0.0,2024-10-26 15:02:55.548,0.0
3125,2024-10-26 15:02:55.550,0a:46:d1:15:56:b4,Broadcast,802.11,283,-87 dBm,-78 dBm,-9 dB,6,2437MHz,"Beacon frame, SN=1566, FN=0, Flags=........C, BI=100, SSID=""Freeloaders """,Library,15,Saturday,1566.0,0,0.0,2024-10-26 15:02:55.550,0.002
3129,2024-10-26 15:02:55.565,8a:cb:ec:e1:c4:25,Broadcast,802.11,297,-80 dBm,-78 dBm,-2 dB,6,2437MHz,"Beacon frame, SN=579, FN=0, Flags=........C, BI=300, SSID=Wildcard (Broadcast)[Malformed Packet]",Library,15,Saturday,579.0,0,0.0,2024-10-26 15:02:55.565,0.015
3135,2024-10-26 15:02:55.575,1a:e7:b0:c4:2c:64,CloudNetwork_c0:02:ff,802.11,142,-59 dBm,-78 dBm,19 dB,6,2437MHz,"QoS Data, SN=2805, FN=0, Flags=.p....F.C",Library,15,Saturday,2805.0,0,0.0,2024-10-26 15:02:55.575,0.01
3138,2024-10-26 15:02:55.582,f6:34:eb:86:59:05,Broadcast,802.11,277,-84 dBm,-78 dBm,-6 dB,6,2437MHz,"Beacon frame, SN=2040, FN=0, Flags=........C, BI=300, SSID=000000000000[Malformed Packet]",Library,15,Saturday,2040.0,0,0.0,2024-10-26 15:02:55.582,0.007
3140,2024-10-26 15:02:55.603,aa:c0:f9:08:62:35,Broadcast,802.11,292,-61 dBm,-78 dBm,17 dB,6,2437MHz,"Beacon frame, SN=2228, FN=0, Flags=........C, BI=100, SSID=""natalieç§200Â¥231s iPhone""",Library,15,Saturday,2228.0,0,0.0,2024-10-26 15:02:55.603,0.021
3142,2024-10-26 15:02:55.609,Apple_6b:8f:ca,2e:16:e3:2f:fe:6d,802.11,53,-81 dBm,-78 dBm,-3 dB,6,2437MHz,"Null function (No data), SN=1822, FN=0, Flags=...P...TC",Library,15,Saturday,1822.0,1,0.0,2024-10-26 15:02:55.609,0.006
3143,2024-10-26 15:02:55.612,4e:27:b4:a4:9f:d5,Broadcast,802.11,286,-65 dBm,-78 dBm,13 dB,6,2437MHz,"Beacon frame, SN=406, FN=0, Flags=........C, BI=100, SSID=0000000000000000[Malformed Packet]",Library,15,Saturday,406.0,0,0.0,2024-10-26 15:02:55.612,0.003
3147,2024-10-26 15:02:55.613,Apple_6b:8f:ca,2e:16:e3:2f:fe:6d,802.11,53,-80 dBm,-78 dBm,-2 dB,6,2437MHz,"Null function (No data), SN=1822, FN=0, Flags=....R..TC",Library,15,Saturday,1822.0,1,1.0,2024-10-26 15:02:55.613,0.001
3149,2024-10-26 15:02:55.613,Apple_6b:8f:ca,2e:16:e3:2f:fe:6d,802.11,53,-79 dBm,-78 dBm,-1 dB,6,2437MHz,"Null function (No data), SN=1823, FN=0, Flags=.......TC",Library,15,Saturday,1823.0,0,0.0,2024-10-26 15:02:55.613,0.0
3152,2024-10-26 15:02:55.620,aa:bc:b0:db:cb:f3,Broadcast,802.11,277,-77 dBm,-78 dBm,1 dB,6,2437MHz,"Beacon frame, SN=2154, FN=0, Flags=........C, BI=100, SSID=""iPhone""",Library,15,Saturday,2154.0,0,0.0,2024-10-26 15:02:55.620,0.007
3153,2024-10-26 15:02:55.621,HewlettPacka_7a:f1:24,Broadcast,802.11,340,-64 dBm,-78 dBm,14 dB,6,2437MHz,"Beacon frame, SN=2515, FN=0, Flags=........C, BI=100, SSID=""UNSW Guest""",Library,15,Saturday,2515.0,0,0.0,2024-10-26 15:02:55.621,0.001
3154,2024-10-26 15:02:55.621,HewlettPacka_7a:f1:25,Broadcast,802.11,352,-64 dBm,-78 dBm,14 dB,6,2437MHz,"Beacon frame, SN=2516, FN=0, Flags=........C, BI=100, SSID=""Global_Students""",Library,15,Saturday,2516.0,0,0.0,2024-10-26 15:02:55.621,0.0
3155,2024-10-26 15:02:55.621,HewlettPacka_7a:f1:22,Broadcast,802.11,361,-65 dBm,-78 dBm,13 dB,6,2437MHz,"Beacon frame, SN=2517, FN=0, Flags=........C, BI=100, SSID=Wildcard (Broadcast)",Library,15,Saturday,2517.0,0,0.0,2024-10-26 15:02:55.621,0.0
3156,2024-10-26 15:02:55.622,HewlettPacka_7a:f1:21,Broadcast,802.11,368,-64 dBm,-78 dBm,14 dB,6,2437MHz,"Beacon frame, SN=2518, FN=0, Flags=........C, BI=100, SSID=""uniwide""",Library,15,Saturday,2518.0,0,0.0,2024-10-26 15:02:55.622,0.001
3157,2024-10-26 15:02:55.624,Apple_32:50:5a,4e:27:b4:a4:9f:d5,802.11,53,-63 dBm,-78 dBm,15 dB,6,2437MHz,"Null function (No data), SN=2295, FN=0, Flags=.......TC",Library,15,Saturday,2295.0,0,0.0,2024-10-26 15:02:55.624,0.002
3162,2024-10-26 15:02:55.631,9e:aa:b5:d3:0a:d3,Broadcast,802.11,280,-74 dBm,-78 dBm,4 dB,6,2437MHz,"Beacon frame, SN=3755, FN=0, Flags=........C, BI=100, SSID=""Heavenly ""[Malformed Packet: length of contained item exceeds length of containing item]",Library,15,Saturday,3755.0,0,0.0,2024-10-26 15:02:55.631,0.007
3164,2024-10-26 15:02:55.649,42:12:44:79:f0:12,b8:d7:19:90:28:49,802.11,361,-84 dBm,-78 dBm,-6 dB,6,2437MHz,"Beacon frame, SN=213, FN=0, Flags=........C, BI=100, SSID=Wildcard (Broadcast)",Library,15,Saturday,213.0,0,0.0,2024-10-26 15:02:55.649,0.018
3169,2024-10-26 15:02:55.661,d2:eb:f5:a8:e4:47,Broadcast,802.11,293,-85 dBm,-78 dBm,-7 dB,6,2437MHz,"Beacon frame, SN=418, FN=0, Flags=........C, BI=300, SSID=000000000000000000000000000000",Library,15,Saturday,418.0,0,0.0,2024-10-26 15:02:55.661,0.012
3175,2024-10-26 15:02:55.675,91:80:d9:f5:e2:e7,6a:6a:04:cc:9a:63,802.11,53,-83 dBm,-78 dBm,-5 dB,6,2437MHz,"Null function (No data), SN=1874, FN=0, Flags=...PR..TC",Library,15,Saturday,1874.0,0,0.0,2024-10-26 15:02:55.675,0.014
3181,2024-10-26 15:02:55.736,78:21:de:06:a8:8f,4e:86:27:a3:a9:f7,802.11,53,-81 dBm,-78 dBm,-3 dB,6,2437MHz,"Null function (No data), SN=1877, FN=12, Flags=...PR..TC",Library,15,Saturday,1877.0,0,0.0,2024-10-26 15:02:55.736,0.061
3182,2024-10-26 15:02:55.764,4a:d8:d0:cc:0d:7e,Broadcast,802.11,142,-70 dBm,-78 dBm,8 dB,7,2442MHz,"Probe Request, SN=3591, FN=0, Flags=........C, SSID=Wildcard (Broadcast)",Library,15,Saturday,3591.0,0,0.0,2024-10-26 15:02:55.764,0.028
3183,2024-10-26 15:02:55.767,HonHaiPrecis_27:cb:49,Broadcast,802.11,218,-86 dBm,-78 dBm,-8 dB,7,2442MHz,"Beacon frame, SN=1665, FN=0, Flags=........C, BI=34052, SSID=4d656574690ee221526f6f6d2038[Malformed Packet]",Library,15,Saturday,1665.0,0,0.0,2024-10-26 15:02:55.767,0.003
3184,2024-10-26 15:02:55.785,4a:d8:d0:cc:0d:7e,Broadcast,802.11,142,-70 dBm,-78 dBm,8 dB,7,2442MHz,"Probe Request, SN=3592, FN=0, Flags=........C, SSID=Wildcard (Broadcast)",Library,15,Saturday,3592.0,0,0.0,2024-10-26 15:02:55.785,0.018
3185,2024-10-26 15:02:55.802,aa:c0:f9:08:62:35,f2:3b:85:43:77:a2,802.11,286,-64 dBm,-78 dBm,14 dB,7,2442MHz,"Probe Response, SN=2238, FN=0, Flags=....R...C, BI=100, SSID=""natalieç§200Â¥231s iPhone""",Library,15,Saturday,2238.0,1,0.0,2024-10-26 15:02:55.802,0.017
3187,2024-10-26 15:02:55.821,aa:c0:f9:08:62:35,f2:3b:85:43:77:a2,802.11,286,-64 dBm,-78 dBm,14 dB,7,2442MHz,"Probe Response, SN=2238, FN=0, Flags=....R...C, BI=100, SSID=""natalieç§200Â¥231s iPhone""",Library,15,Saturday,2238.0,1,1.0,2024-10-26 15:02:55.821,0.019
3188,2024-10-26 15:02:55.826,de:75:d6:97:65:79,42:5e:1c:4d:3a:6f,802.11,274,-61 dBm,-78 dBm,17 dB,7,2442MHz,"Probe Response, SN=1783, FN=0, Flags=....R...C, BI=300, SSID=""iPhone12!""",Library,15,Saturday,1783.0,1,0.0,2024-10-26 15:02:55.826,0.005
3189,2024-10-26 15:02:55.834,de:75:d6:97:65:79,42:5e:1c:4d:3a:6f,802.11,274,-61 dBm,-78 dBm,17 dB,7,2442MHz,"Probe Response, SN=1783, FN=0, Flags=....R...C, BI=300, SSID=""iPhone12!""",Library,15,Saturday,1783.0,1,1.0,2024-10-26 15:02:55.834,0.008
3190,2024-10-26 15:02:55.849,de:75:d6:97:65:79,42:5e:1c:4d:3a:6f,802.11,274,-60 dBm,-78 dBm,18 dB,7,2442MHz,"Probe Response, SN=1783, FN=0, Flags=....R...C, BI=300, SSID=""iPhone12!""[Malformed Packet: length of contained item exceeds length of containing item]",Library,15,Saturday,1783.0,1,2.0,2024-10-26 15:02:55.849,0.015
3191,2024-10-26 15:02:55.858,0a:46:d1:15:56:b4,Broadcast,802.11,283,-66 dBm,-78 dBm,12 dB,7,2442MHz,"Beacon frame, SN=1569, FN=0, Flags=........C, BI=100, SSID=""Freeloaders ""[Malformed Packet]",Library,15,Saturday,1569.0,0,0.0,2024-10-26 15:02:55.858,0.009
3192,2024-10-26 15:02:55.877,aa:bc:b0:db:cb:f3,42:5e:1c:4d:3a:6f,802.11,271,-78 dBm,-78 dBm,0 dB,7,2442MHz,"Probe Response, SN=892, FN=0, Flags=....R...C, BI=100, SSID=""iPhone""",Library,15,Saturday,892.0,0,0.0,2024-10-26 15:02:55.877,0.019
3195,2024-10-26 15:02:55.925,46:17:5a:12:ea:f4,Broadcast,802.11,286,-67 dBm,-78 dBm,11 dB,7,2442MHz,"Beacon frame, SN=3957, FN=0, Flags=........C, BI=300, SSID=000000000000000000000000000000",Library,15,Saturday,3957.0,0,0.0,2024-10-26 15:02:55.925,0.048
3196,2024-10-26 15:02:55.960,0a:46:d1:15:56:b4,Broadcast,802.11,283,-71 dBm,-78 dBm,7 dB,7,2442MHz,"Beacon frame, SN=1570, FN=0, Flags=........C, BI=100, SSID=""Freeloaders """,Library,15,Saturday,1570.0,0,0.0,2024-10-26 15:02:55.960,0.035
3198,2024-10-26 15:02:55.999,aa:c0:f9:08:62:35,d6:50:13:24:4d:4a,802.11,286,-73 dBm,-78 dBm,5 dB,7,2442MHz,"Probe Response, SN=2242, FN=0, Flags=....R...C, BI=100, SSID=""natalieç§200Â¥231s iPhone""",Library,15,Saturday,2242.0,1,0.0,2024-10-26 15:02:55.999,0.039
3199,2024-10-26 15:02:56.011,aa:c0:f9:08:62:35,d6:50:13:24:4d:4a,802.11,286,-74 dBm,-78 dBm,4 dB,7,2442MHz,"Probe Response, SN=2242, FN=0, Flags=....R...C, BI=100, SSID=6e6174616c6965e28c00002201440a4c448a[Malformed Packet: length of contained item exceeds length of containing item]",Library,15,Saturday,2242.0,1,1.0,2024-10-26 15:02:56.011,0.012
3200,2024-10-26 15:02:56.013,aa:bc:b0:db:ab:f9,d6:50:13:24:4d:4a,802.11,271,-79 dBm,-78 dBm,-1 dB,7,2442MHz,"Probe Response, SN=4095, FN=15, Flags=....R...C, BI=8279, SSID=Wildcard (Broadcast)",Library,15,Saturday,4095.0,0,0.0,2024-10-26 15:02:56.013,0.002
3201,2024-10-26 15:02:56.025,aa:bc:b0:db:fb:e8,d6:50:13:24:4d:4a,802.11,271,-78 dBm,-78 dBm,0 dB,7,2442MHz,"Probe Response, SN=893, FN=0, Flags=....R...C, BI=100, SSID=""iPhone""[Malformed Packet: length of contained item exceeds length of containing item]",Library,15,Saturday,893.0,0,0.0,2024-10-26 15:02:56.025,0.012
3202,2024-10-26 15:02:56.030,aa:bc:b0:db:cb:f3,Broadcast,802.11,277,-77 dBm,-78 dBm,1 dB,7,2442MHz,"Beacon frame, SN=2158, FN=0, Flags=........C, BI=100, SSID=""iPhone""[Malformed Packet: length of contained item exceeds length of containing item]",Library,15,Saturday,2158.0,0,0.0,2024-10-26 15:02:56.030,0.005
3213,2024-10-26 15:02:56.271,ef:17:af:95:7e:3a,38:3a:11:c3:df:2f,802.11,184,-81 dBm,-78 dBm,-3 dB,8,2447MHz,"Aruba Management, SN=3195, FN=6, Flags=.p.P.MF.C",Library,15,Saturday,3195.0,0,0.0,2024-10-26 15:02:56.271,0.241
3221,2024-10-26 15:02:56.531,6a:33:b8:27:50:93,Broadcast,802.11,164,-70 dBm,-78 dBm,8 dB,9,2452MHz,"Probe Request, SN=1991, FN=0, Flags=........C, SSID=Wildcard (Broadcast)",Library,15,Saturday,1991.0,0,0.0,2024-10-26 15:02:56.531,0.26
3222,2024-10-26 15:02:56.532,6a:33:b8:27:50:93,Broadcast,802.11,168,-69 dBm,-78 dBm,9 dB,9,2452MHz,"Probe Request, SN=1992, FN=0, Flags=........C, SSID=""divy""",Library,15,Saturday,1992.0,0,0.0,2024-10-26 15:02:56.532,0.001
3245,2024-10-26 15:02:57.018,06:e1:1c:00:0e:c9,23:02:a9:47:aa:39,802.11,402,-80 dBm,-78 dBm,-2 dB,10,2457MHz,"CF-Poll (No data), SN=78, FN=13, Flags=opmPRM..C",Library,15,Saturday,78.0,0,0.0,2024-10-26 15:02:57.018,0.486
3249,2024-10-26 15:02:57.060,3b:41:38:cd:02:ed,b8:fc:57:7e:44:98,802.11,439,-72 dBm,-78 dBm,6 dB,10,2457MHz,"Beacon frame, SN=3336, FN=7, Flags=..mPR.FTC, BI=14513[Malformed Packet]",Library,15,Saturday,3336.0,0,0.0,2024-10-26 15:02:57.060,0.042
3253,2024-10-26 15:02:57.134,a2:3d:a8:1c:b0:f7,Broadcast,802.11,154,-80 dBm,-78 dBm,-2 dB,10,2457MHz,"Probe Request, SN=3784, FN=0, Flags=........C, SSID=""WiFi-89FA-5G""",Library,15,Saturday,3784.0,0,0.0,2024-10-26 15:02:57.134,0.074
3254,2024-10-26 15:02:57.152,1a:7f:3f:19:c6:cc,Broadcast,802.11,155,-82 dBm,-78 dBm,-4 dB,10,2457MHz,"Probe Request, SN=3514, FN=0, Flags=........C, SSID=54656c73747261413230f66145",Library,15,Saturday,3514.0,0,0.0,2024-10-26 15:02:57.152,0.018
3257,2024-10-26 15:02:57.268,HewlettPacka_5c:fb:43,Broadcast,802.11,352,-77 dBm,-78 dBm,1 dB,11,2462MHz,"Beacon frame, SN=4034, FN=0, Flags=........C, BI=100, SSID=""Global_Students""",Library,15,Saturday,4034.0,0,0.0,2024-10-26 15:02:57.268,0.116
3258,2024-10-26 15:02:57.279,HewlettPacka_7a:12:c0,Broadcast,802.11,340,-74 dBm,-78 dBm,4 dB,11,2462MHz,"Beacon frame, SN=2062, FN=8, Flags=........C, BI=100, SSID=""UNSW Guest""[Malformed Packet]",Library,15,Saturday,2062.0,0,0.0,2024-10-26 15:02:57.279,0.011
3259,2024-10-26 15:02:57.280,HewlettPacka_7a:12:c4,Broadcast,802.11,361,-74 dBm,-78 dBm,4 dB,11,2462MHz,"Beacon frame, SN=2345, FN=7, Flags=........C, BI=65435[Malformed Packet]",Library,15,Saturday,2345.0,0,0.0,2024-10-26 15:02:57.280,0.001
3270,2024-10-26 15:02:57.359,a6:f5:3c:53:be:a0,Broadcast,802.11,145,-72 dBm,-78 dBm,6 dB,11,2462MHz,"Probe Request, SN=1484, FN=0, Flags=........C, SSID=Wildcard (Broadcast)",Library,15,Saturday,1484.0,0,0.0,2024-10-26 15:02:57.359,0.079
3272,2024-10-26 15:02:57.380,a6:f5:3c:53:be:a0,Broadcast,802.11,145,-80 dBm,-78 dBm,-2 dB,11,2462MHz,"Probe Request, SN=1485, FN=0, Flags=........C, SSID=Wildcard (Broadcast)[Malformed Packet]",Library,15,Saturday,1485.0,0,0.0,2024-10-26 15:02:57.380,0.021
3274,2024-10-26 15:02:57.383,HewlettPacka_7a:12:c2,Broadcast,802.11,368,-77 dBm,-78 dBm,1 dB,11,2462MHz,"Beacon frame, SN=1059, FN=0, Flags=........C, BI=100, SSID=""uniwide""",Library,15,Saturday,1059.0,0,0.0,2024-10-26 15:02:57.383,0.003
3284,2024-10-26 15:02:57.432,56:97:58:47:20:4d,HewlettPacka_dc:f1:42,802.11,53,-79 dBm,-78 dBm,-1 dB,11,2462MHz,"Null function (No data), SN=4028, FN=0, Flags=.......TC",Library,15,Saturday,4028.0,0,0.0,2024-10-26 15:02:57.432,0.049
3287,2024-10-26 15:02:57.450,56:97:58:47:20:4d,HewlettPacka_5c:fb:42,802.11,53,-78 dBm,-78 dBm,0 dB,11,2462MHz,"Null function (No data), SN=4030, FN=0, Flags=.......TC",Library,15,Saturday,4030.0,0,0.0,2024-10-26 15:02:57.450,0.018
3293,2024-10-26 15:02:57.470,b0:93:58:47:20:4d,HewlettPacka_5c:fb:42,802.11,53,-78 dBm,-78 dBm,0 dB,11,2462MHz,"Null function (No data), SN=4032, FN=0, Flags=.......TC",Library,15,Saturday,4032.0,0,0.0,2024-10-26 15:02:57.470,0.02
3294,2024-10-26 15:02:57.484,HewlettPacka_7a:12:c2,Broadcast,802.11,368,-75 dBm,-78 dBm,3 dB,11,2462MHz,"Beacon frame, SN=1065, FN=0, Flags=........C, BI=100, SSID=""uniwide""",Library,15,Saturday,1065.0,0,0.0,2024-10-26 15:02:57.484,0.014
3295,2024-10-26 15:02:57.484,HewlettPacka_7a:12:c3,Broadcast,802.11,352,-75 dBm,-78 dBm,3 dB,11,2462MHz,"Beacon frame, SN=1066, FN=0, Flags=........C, BI=100, SSID=""Global_Students""",Library,15,Saturday,1066.0,0,0.0,2024-10-26 15:02:57.484,0.0
3296,2024-10-26 15:02:57.485,HewlettPacka_7a:12:c4,Broadcast,802.11,361,-75 dBm,-78 dBm,3 dB,11,2462MHz,"Beacon frame, SN=1067, FN=0, Flags=........C, BI=100, SSID=Wildcard (Broadcast)",Library,15,Saturday,1067.0,0,0.0,2024-10-26 15:02:57.485,0.001
3298,2024-10-26 15:02:57.533,HewlettPacka_5d:7b:21,Apple_12:68:64,802.11,364,-84 dBm,-78 dBm,-6 dB,11,2462MHz,"Probe Response, SN=2059, FN=0, Flags=........C, BI=108, SSID=""eduroam""[Malformed Packet]",Library,15,Saturday,2059.0,0,0.0,2024-10-26 15:02:57.533,0.048
3315,2024-10-26 15:02:57.841,6a:97:53:8d:49:34,HewlettPacka_7c:8c:83,802.11,53,-72 dBm,-78 dBm,6 dB,12,2467MHz,"Null function (No data), SN=828, FN=0, Flags=....R..TC",Library,15,Saturday,828.0,1,0.0,2024-10-26 15:02:57.841,0.308
3316,2024-10-26 15:02:57.845,6a:97:53:8d:49:34,HewlettPacka_7c:8c:83,802.11,53,-72 dBm,-78 dBm,6 dB,12,2467MHz,"Null function (No data), SN=828, FN=0, Flags=....R..TC",Library,15,Saturday,828.0,1,1.0,2024-10-26 15:02:57.845,0.004
3332,2024-10-26 15:02:58.179,73:ad:8a:60:4c:13,46:7b:bb:5d:58:ea,802.11,489,-73 dBm,-78 dBm,5 dB,13,2472MHz,"Deauthentication, SN=3403, FN=1, Flags=......F.C",Library,15,Saturday,3403.0,0,0.0,2024-10-26 15:02:58.179,0.334
3334,2024-10-26 15:02:58.196,41:00:06:97:9d:2d,6a:f0:ae:ff:3b:dc,802.11,313,-78 dBm,-78 dBm,0 dB,13,2472MHz,"Unrecognized (Reserved frame), SN=1626, FN=15, Flags=..m..M.TC",Library,15,Saturday,1626.0,0,0.0,2024-10-26 15:02:58.196,0.017
3337,2024-10-26 15:02:58.213,a4:16:60:cb:56:b2,36:36:4e:c6:30:c2,802.11,1135,-82 dBm,-78 dBm,-4 dB,13,2472MHz,"Unrecognized (Reserved frame), SN=207, FN=5, Flags=o...R.F.C",Library,15,Saturday,207.0,0,0.0,2024-10-26 15:02:58.213,0.017
3341,2024-10-26 15:02:58.303,HewlettPacka_59:cf:f5,Broadcast,802.11,352,-77 dBm,-78 dBm,1 dB,1,2412MHz,"Beacon frame, SN=841, FN=0, Flags=........C, BI=100, SSID=""Global_Students""[Malformed Packet]",Library,15,Saturday,841.0,0,0.0,2024-10-26 15:02:58.303,0.09
3342,2024-10-26 15:02:58.311,HewlettPacka_79:ea:a2,Broadcast,802.11,368,-69 dBm,-78 dBm,9 dB,1,2412MHz,"Beacon frame, SN=3478, FN=0, Flags=........C, BI=100, SSID=""uniwide""",Library,15,Saturday,3478.0,0,0.0,2024-10-26 15:02:58.311,0.008
3347,2024-10-26 15:02:58.321,HewlettPacka_5d:39:51,Broadcast,802.11,369,-67 dBm,-78 dBm,11 dB,1,2412MHz,"Beacon frame, SN=2153, FN=0, Flags=........C, BI=100, SSID=""uniwide""",Library,15,Saturday,2153.0,0,0.0,2024-10-26 15:02:58.321,0.01
3345,2024-10-26 15:02:58.321,HewlettPacka_5d:39:52,Broadcast,802.11,352,-67 dBm,-78 dBm,11 dB,1,2412MHz,"Beacon frame, SN=2151, FN=0, Flags=........C, BI=100, SSID=""Global_Students""",Library,15,Saturday,2151.0,0,0.0,2024-10-26 15:02:58.321,0.0
3346,2024-10-26 15:02:58.321,HewlettPacka_5d:39:53,Broadcast,802.11,362,-67 dBm,-78 dBm,11 dB,1,2412MHz,"Beacon frame, SN=2152, FN=0, Flags=........C, BI=100, SSID=Wildcard (Broadcast)",Library,15,Saturday,2152.0,0,0.0,2024-10-26 15:02:58.321,0.0
3343,2024-10-26 15:02:58.321,HewlettPacka_5d:39:55,Broadcast,802.11,379,-67 dBm,-78 dBm,11 dB,1,2412MHz,"Beacon frame, SN=2149, FN=0, Flags=........C, BI=100, SSID=""eduroam""",Library,15,Saturday,2149.0,0,0.0,2024-10-26 15:02:58.321,0.0
3344,2024-10-26 15:02:58.321,HewlettPacka_5d:39:54,Broadcast,802.11,341,-67 dBm,-78 dBm,11 dB,1,2412MHz,"Beacon frame, SN=2150, FN=0, Flags=........C, BI=100, SSID=""UNSW Guest""",Library,15,Saturday,2150.0,0,0.0,2024-10-26 15:02:58.321,0.0
3352,2024-10-26 15:02:58.353,3a:37:bd:11:2a:a5,Broadcast,802.11,155,-71 dBm,-78 dBm,7 dB,1,2412MHz,"Probe Request, SN=3203, FN=0, Flags=........C, SSID=""Stephs 14Pmax""",Library,15,Saturday,3203.0,0,0.0,2024-10-26 15:02:58.353,0.032
3353,2024-10-26 15:02:58.356,HewlettPacka_7a:5b:e2,be:c1:ad:3e:14:75,802.11,354,-66 dBm,-78 dBm,12 dB,1,2412MHz,"Probe Response, SN=3690, FN=0, Flags=........C, BI=100, SSID=""UNSW-IoT""",Library,15,Saturday,3690.0,0,0.0,2024-10-26 15:02:58.356,0.003
3354,2024-10-26 15:02:58.357,HewlettPacka_7a:5b:e0,be:c1:ad:3e:14:75,802.11,363,-67 dBm,-78 dBm,11 dB,1,2412MHz,"Probe Response, SN=4048, FN=0, Flags=........C, BI=100, SSID=""eduroam""",Library,15,Saturday,4048.0,0,0.0,2024-10-26 15:02:58.357,0.001
3355,2024-10-26 15:02:58.357,HewlettPacka_59:cf:f2,be:c1:ad:3e:14:75,802.11,326,-74 dBm,-78 dBm,4 dB,1,2412MHz,"Probe Response, SN=2158, FN=0, Flags=........C, BI=100, SSID=""UNSW Guest""",Library,15,Saturday,2158.0,0,0.0,2024-10-26 15:02:58.357,0.0
3358,2024-10-26 15:02:58.359,HewlettPacka_5d:39:52,be:c1:ad:3e:14:75,802.11,337,-82 dBm,-78 dBm,-4 dB,1,2412MHz,"Probe Response, SN=2828, FN=0, Flags=........C, BI=100, SSID=""Global_Students""",Library,15,Saturday,2828.0,0,0.0,2024-10-26 15:02:58.359,0.002
3360,2024-10-26 15:02:58.382,HewlettPacka_7a:5b:e3,Broadcast,802.11,340,-66 dBm,-78 dBm,12 dB,1,2412MHz,"Beacon frame, SN=3228, FN=0, Flags=........C, BI=100, SSID=""UNSW Guest""",Library,15,Saturday,3228.0,0,0.0,2024-10-26 15:02:58.382,0.023
3376,2024-10-26 15:02:58.406,HewlettPacka_59:cf:f2,Broadcast,802.11,341,-75 dBm,-78 dBm,3 dB,1,2412MHz,"Beacon frame, SN=846, FN=0, Flags=........C, BI=100, SSID=""UNSW Guest""",Library,15,Saturday,846.0,0,0.0,2024-10-26 15:02:58.406,0.024
