No.,Time,Source,Destination,Protocol,Length,Signal strength (dBm),Noise level (dBm),Signal/noise ratio (dB),Channel,Frequency,Info,Loation,Time_of_day,Day,Sequence Number,Retransmission Flag,Retransmission Count,absolute time,Latency
104,2024-10-25 11:55:36.826,HewlettPacka_7b:13:35,Broadcast,802.11,397,-83 dBm,,,149,5745MHz,"Beacon frame, SN=2760, FN=0, Flags=........C, BI=100, SSID=""eduroam""",Library,12,Friday,2760.0,0,0.0,2024-10-25 11:55:36.826,0.003
105,2024-10-25 11:55:36.826,HewlettPacka_7b:13:34,Broadcast,802.11,359,-84 dBm,,,149,5745MHz,"Beacon frame, SN=2761, FN=0, Flags=........C, BI=100, SSID=""UNSW Guest""",Library,12,Friday,2761.0,0,0.0,2024-10-25 11:55:36.826,0.0
106,2024-10-25 11:55:36.826,HewlettPacka_7b:13:32,Broadcast,802.11,371,-84 dBm,,,149,5745MHz,"Beacon frame, SN=2762, FN=0, Flags=........C, BI=100, SSID=""Global_Students""",Library,12,Friday,2762.0,0,0.0,2024-10-25 11:55:36.826,0.0
107,2024-10-25 11:55:36.827,HewlettPacka_7b:13:33,Broadcast,802.11,387,-84 dBm,,,149,5745MHz,"Beacon frame, SN=2764, FN=0, Flags=........C, BI=100, SSID=""uniwide""",Library,12,Friday,2764.0,0,0.0,2024-10-25 11:55:36.827,0.001
139,2024-10-25 11:55:36.854,16:06:b7:41:45:f9,Broadcast,802.11,435,-90 dBm,,,149,5745MHz,"Beacon frame, SN=1499, FN=0, Flags=........C, BI=100, SSID=""iPhone (24)""",Library,12,Friday,1499.0,0,0.0,2024-10-25 11:55:36.854,0.027
141,2024-10-25 11:55:36.855,7f:00:17:f2:08:10,d9:b0:2d:3e:08:73,802.11,648,-89 dBm,,,149,5745MHz,"Null function (No data), SN=146, FN=0, Flags=..mPRMFTC",Library,12,Friday,146.0,0,0.0,2024-10-25 11:55:36.855,0.001
147,2024-10-25 11:55:36.878,HewlettPacka_79:f0:15,Broadcast,802.11,378,-80 dBm,-92 dBm,12 dB,6,2437MHz,"Beacon frame, SN=1906, FN=0, Flags=........C, BI=100, SSID=""eduroam""",Library,12,Friday,1906.0,0,0.0,2024-10-25 11:55:36.878,0.023
146,2024-10-25 11:55:36.878,HewlettPacka_79:f0:10,Broadcast,802.11,369,-80 dBm,-92 dBm,12 dB,6,2437MHz,"Beacon frame, SN=1905, FN=0, Flags=........C, BI=100, SSID=""UNSW-IoT""",Library,12,Friday,1905.0,0,0.0,2024-10-25 11:55:36.878,0.0
145,2024-10-25 11:55:36.878,HewlettPacka_7a:aa:41,Broadcast,802.11,368,-75 dBm,-92 dBm,17 dB,6,2437MHz,"Beacon frame, SN=1044, FN=0, Flags=........C, BI=100, SSID=""uniwide""",Library,12,Friday,1044.0,0,0.0,2024-10-25 11:55:36.878,0.0
143,2024-10-25 11:55:36.878,HewlettPacka_7a:aa:45,Broadcast,802.11,352,-76 dBm,-92 dBm,16 dB,6,2437MHz,"Beacon frame, SN=1042, FN=0, Flags=........C, BI=100, SSID=""Global_Students""",Library,12,Friday,1042.0,0,0.0,2024-10-25 11:55:36.878,0.0
142,2024-10-25 11:55:36.878,HewlettPacka_7a:aa:40,Broadcast,802.11,340,-77 dBm,-92 dBm,15 dB,6,2437MHz,"Beacon frame, SN=1041, FN=0, Flags=........C, BI=100, SSID=""UNSW Guest""",Library,12,Friday,1041.0,0,0.0,2024-10-25 11:55:36.878,0.0
144,2024-10-25 11:55:36.878,HewlettPacka_7a:aa:42,Broadcast,802.11,361,-76 dBm,-92 dBm,16 dB,6,2437MHz,"Beacon frame, SN=1043, FN=0, Flags=........C, BI=100, SSID=Wildcard (Broadcast)[Malformed Packet]",Library,12,Friday,1043.0,0,0.0,2024-10-25 11:55:36.878,0.0
148,2024-10-25 11:55:36.879,HewlettPacka_79:f0:11,Broadcast,802.11,340,-75 dBm,-92 dBm,17 dB,6,2437MHz,"Beacon frame, SN=1907, FN=0, Flags=........C, BI=100, SSID=""UNSW Guest""",Library,12,Friday,1907.0,0,0.0,2024-10-25 11:55:36.879,0.001
149,2024-10-25 11:55:36.879,HewlettPacka_79:f0:12,Broadcast,802.11,361,-82 dBm,-92 dBm,10 dB,6,2437MHz,"Beacon frame, SN=1909, FN=0, Flags=........C, BI=100, SSID=Wildcard (Broadcast)",Library,12,Friday,1909.0,0,0.0,2024-10-25 11:55:36.879,0.0
150,2024-10-25 11:55:36.880,HewlettPacka_79:f0:14,Broadcast,802.11,368,-82 dBm,-92 dBm,10 dB,6,2437MHz,"Beacon frame, SN=1910, FN=0, Flags=........C, BI=100, SSID=""uniwide""",Library,12,Friday,1910.0,0,0.0,2024-10-25 11:55:36.880,0.001
151,2024-10-25 11:55:36.880,d2:82:26:94:c8:e6,HewlettPacka_7a:c4:85,802.11,53,-74 dBm,-92 dBm,18 dB,6,2437MHz,"Null function (No data), SN=3588, FN=0, Flags=...P...TC",Library,12,Friday,3588.0,1,0.0,2024-10-25 11:55:36.880,0.0
152,2024-10-25 11:55:36.883,d6:a5:0d:c4:b9:39,Broadcast,802.11,291,-88 dBm,-92 dBm,4 dB,6,2437MHz,"Beacon frame, SN=283, FN=0, Flags=........C, BI=100, SSID=00000000000000000000000000000000[Malformed Packet: length of contained item exceeds length of containing item]",Library,12,Friday,283.0,0,0.0,2024-10-25 11:55:36.883,0.003
153,2024-10-25 11:55:36.885,d2:82:26:94:c8:e6,HewlettPacka_7a:c4:85,802.11,53,-74 dBm,-92 dBm,18 dB,6,2437MHz,"Null function (No data), SN=3588, FN=0, Flags=...PR..TC",Library,12,Friday,3588.0,1,1.0,2024-10-25 11:55:36.885,0.002
158,2024-10-25 11:55:36.891,HewlettPacka_7a:f1:24,Broadcast,802.11,340,-58 dBm,-92 dBm,34 dB,6,2437MHz,"Beacon frame, SN=2370, FN=0, Flags=........C, BI=100, SSID=""UNSW Guest""",Library,12,Friday,2370.0,0,0.0,2024-10-25 11:55:36.891,0.006
157,2024-10-25 11:55:36.891,HewlettPacka_7a:f1:23,Broadcast,802.11,378,-58 dBm,-92 dBm,34 dB,6,2437MHz,"Beacon frame, SN=2369, FN=0, Flags=........C, BI=100, SSID=""eduroam""",Library,12,Friday,2369.0,0,0.0,2024-10-25 11:55:36.891,0.0
160,2024-10-25 11:55:36.892,HewlettPacka_7a:f1:22,Broadcast,802.11,361,-58 dBm,-92 dBm,34 dB,6,2437MHz,"Beacon frame, SN=2372, FN=0, Flags=........C, BI=100, SSID=Wildcard (Broadcast)",Library,12,Friday,2372.0,0,0.0,2024-10-25 11:55:36.892,0.001
159,2024-10-25 11:55:36.892,HewlettPacka_7a:f1:25,Broadcast,802.11,352,-58 dBm,-92 dBm,34 dB,6,2437MHz,"Beacon frame, SN=2371, FN=0, Flags=........C, BI=100, SSID=""Global_Students""",Library,12,Friday,2371.0,0,0.0,2024-10-25 11:55:36.892,0.0
161,2024-10-25 11:55:36.894,HewlettPacka_5c:a9:24,Broadcast,802.11,370,-79 dBm,-92 dBm,13 dB,6,2437MHz,"Beacon frame, SN=2224, FN=0, Flags=........C, BI=100, SSID=""UNSW-IoT""[Malformed Packet]",Library,12,Friday,2224.0,0,0.0,2024-10-25 11:55:36.894,0.002
162,2024-10-25 11:55:36.897,6a:ae:6f:26:b2:98,Broadcast,802.11,293,-78 dBm,-92 dBm,14 dB,6,2437MHz,"Beacon frame, SN=1156, FN=0, Flags=........C, BI=100, SSID=000000000000000000000000000000",Library,12,Friday,1156.0,0,0.0,2024-10-25 11:55:36.897,0.003
163,2024-10-25 11:55:36.897,HewlettPacka_79:f0:14,b2:77:b0:7c:6c:3d,802.11,353,-82 dBm,-92 dBm,10 dB,6,2437MHz,"Probe Response, SN=2279, FN=0, Flags=........C, BI=100, SSID=""uniwide""",Library,12,Friday,2279.0,0,0.0,2024-10-25 11:55:36.897,0.0
165,2024-10-25 11:55:36.898,HewlettPacka_7b:28:d0,aa:b5:c5:f5:6b:da,802.11,354,-73 dBm,-92 dBm,19 dB,6,2437MHz,"Probe Response, SN=1474, FN=0, Flags=........C, BI=100, SSID=""UNSW-IoT""",Library,12,Friday,1474.0,0,0.0,2024-10-25 11:55:36.898,0.001
166,2024-10-25 11:55:36.901,HewlettPacka_7b:28:d5,aa:b5:c5:f5:6b:da,802.11,363,-74 dBm,-92 dBm,18 dB,6,2437MHz,"Probe Response, SN=1361, FN=0, Flags=........C, BI=100, SSID=""eduroam""",Library,12,Friday,1361.0,0,0.0,2024-10-25 11:55:36.901,0.003
175,2024-10-25 11:55:36.914,67:62:8f:38:50:36,ff:ff:ff:ff:ff:3f,802.11,1305,-82 dBm,-92 dBm,10 dB,6,2437MHz,"Action, SN=1915, FN=0, Flags=........C, SSID=Wildcard (Broadcast)[Malformed Packet: length of contained item exceeds length of containing item]",Library,12,Friday,1915.0,0,0.0,2024-10-25 11:55:36.914,0.013
177,2024-10-25 11:55:36.921,ea:65:59:cc:f2:b9,Broadcast,802.11,280,-82 dBm,-92 dBm,10 dB,6,2437MHz,"Beacon frame, SN=2168, FN=0, Flags=........C, BI=100, SSID=""Heavenly """,Library,12,Friday,2168.0,0,0.0,2024-10-25 11:55:36.921,0.007
180,2024-10-25 11:55:36.932,44:62:3e:5c:b1:c2,ff:ff:ff:ff:8c:ff,802.11,379,-84 dBm,-92 dBm,8 dB,6,2437MHz,"Beacon frame, SN=3512, FN=0, Flags=........C, BI=100, SSID=38a8642b104bb6c99a8b0e255b606c83f85b3905000100002a010230220100000fac040118000fac040300000fac01000fac05000fac03a873aab2de524a0236030100002d1aad0903ffff8e6c7e09aa04730e55cc908af99da07700000000003d16060001000000000000000000000000fda06cfe2e5dbfç§200Â¥246",Library,12,Friday,3512.0,0,0.0,2024-10-25 11:55:36.932,0.011
181,2024-10-25 11:55:36.935,e2:eb:18:ff:d6:6c,Broadcast,802.11,296,-77 dBm,-92 dBm,15 dB,6,2437MHz,"Beacon frame, SN=3257, FN=0, Flags=........C, BI=100, SSID=000000000000000000000000000000000000",Library,12,Friday,3257.0,0,0.0,2024-10-25 11:55:36.935,0.003
220,2024-10-25 11:55:36.966,1e:de:a1:b6:db:c7,ICANNIANADep_00:04:00,802.11,142,-72 dBm,-92 dBm,20 dB,6,2437MHz,"QoS Data, SN=2722, FN=0, Flags=.p.....TC",Library,12,Friday,2722.0,0,0.0,2024-10-25 11:55:36.966,0.031
219,2024-10-25 11:55:36.966,1e:de:a1:b6:db:c7,ICANNIANADep_00:04:00,802.11,138,,-92 dBm,,6,2437MHz,"QoS Data, SN=2721, FN=0, Flags=.p.....TC",Library,12,Friday,2721.0,0,0.0,2024-10-25 11:55:36.966,0.0
228,2024-10-25 11:55:36.979,a6:ac:19:9b:45:ef,Broadcast,802.11,440,-71 dBm,,,149,5745MHz,"Beacon frame, SN=356, FN=0, Flags=........C, BI=100, SSID=""Tamerç§200Â¥231s iPhone""",Library,12,Friday,356.0,0,0.0,2024-10-25 11:55:36.979,0.013
251,2024-10-25 11:55:36.997,e6:84:ed:78:e7:3f,Broadcast,802.11,439,-81 dBm,,,149,5745MHz,"Beacon frame, SN=367, FN=0, Flags=........C, BI=300, SSID=000000000000000000000000000000",Library,12,Friday,367.0,0,0.0,2024-10-25 11:55:36.997,0.018
259,2024-10-25 11:55:37.001,Apple_65:b9:2f,IPv4mcast_fb,802.11,364,-75 dBm,,,149,5745MHz,"Data, SN=2881, FN=0, Flags=.p....F.C",Library,12,Friday,2881.0,0,0.0,2024-10-25 11:55:37.001,0.004
260,2024-10-25 11:55:37.002,Apple_65:b9:2f,IPv6mcast_fb,802.11,384,-75 dBm,,,149,5745MHz,"Data, SN=2882, FN=0, Flags=.p....F.C",Library,12,Friday,2882.0,0,0.0,2024-10-25 11:55:37.002,0.001
291,2024-10-25 11:55:37.024,6a:8e:f2:a4:86:7f,Broadcast,802.11,286,-82 dBm,-92 dBm,10 dB,6,2437MHz,"Beacon frame, SN=219, FN=0, Flags=........C, BI=100, SSID=""Lolaç§200Â¥231s iPhone""",Library,12,Friday,219.0,0,0.0,2024-10-25 11:55:37.024,0.022
297,2024-10-25 11:55:37.025,Intel_c1:88:ab,HewlettPacka_7a:f1:24,802.11,165,-70 dBm,-92 dBm,22 dB,6,2437MHz,"Action No Ack, SN=3146, FN=0, Flags=........C",Library,12,Friday,3146.0,0,0.0,2024-10-25 11:55:37.025,0.001
308,2024-10-25 11:55:37.035,d2:82:26:94:c8:e6,Broadcast,802.11,186,-74 dBm,-92 dBm,18 dB,6,2437MHz,"Probe Request, SN=3596, FN=0, Flags=........C, SSID=""uniwide""",Library,12,Friday,3596.0,0,0.0,2024-10-25 11:55:37.035,0.01
310,2024-10-25 11:55:37.036,HewlettPacka_7a:f1:21,d2:82:26:94:c8:e6,802.11,353,-61 dBm,-92 dBm,31 dB,6,2437MHz,"Probe Response, SN=1585, FN=0, Flags=........C, BI=100, SSID=""uniwide""",Library,12,Friday,1585.0,0,0.0,2024-10-25 11:55:37.036,0.001
325,2024-10-25 11:55:37.055,4e:2b:42:68:6e:de,Broadcast,802.11,1147,-84 dBm,,,6,2437MHz,"Action, SN=3153, FN=0, Flags=........C",Library,12,Friday,3153.0,0,0.0,2024-10-25 11:55:37.055,0.019
327,2024-10-25 11:55:37.057,HewlettPacka_7a:f1:21,d2:82:26:94:c8:e6,802.11,352,-63 dBm,,,6,2437MHz,"Probe Response, SN=1586, FN=0, Flags=........C, BI=100, SSID=""uniwide""",Library,12,Friday,1586.0,0,0.0,2024-10-25 11:55:37.057,0.002
340,2024-10-25 11:55:37.076,1e:de:a1:b6:db:c7,HewlettPacka_79:f0:15,802.11,52,-74 dBm,,,6,2437MHz,"Null function (No data), SN=3247, FN=0, Flags=.......TC",Library,12,Friday,3247.0,0,0.0,2024-10-25 11:55:37.076,0.019
342,2024-10-25 11:55:37.079,HewlettPacka_7b:28:d2,Broadcast,802.11,360,-74 dBm,,,6,2437MHz,"Beacon frame, SN=305, FN=0, Flags=........C, BI=100, SSID=Wildcard (Broadcast)",Library,12,Friday,305.0,0,0.0,2024-10-25 11:55:37.079,0.003
344,2024-10-25 11:55:37.080,HewlettPacka_7b:28:d4,Broadcast,802.11,351,-72 dBm,,,6,2437MHz,"Beacon frame, SN=307, FN=0, Flags=........C, BI=100, SSID=""Global_Students""",Library,12,Friday,307.0,0,0.0,2024-10-25 11:55:37.080,0.001
345,2024-10-25 11:55:37.080,HewlettPacka_7b:28:d5,Broadcast,802.11,377,-73 dBm,,,6,2437MHz,"Beacon frame, SN=308, FN=0, Flags=........C, BI=100, SSID=""eduroam""",Library,12,Friday,308.0,0,0.0,2024-10-25 11:55:37.080,0.0
347,2024-10-25 11:55:37.081,HewlettPacka_7a:aa:44,Broadcast,802.11,377,-75 dBm,,,6,2437MHz,"Beacon frame, SN=1052, FN=0, Flags=........C, BI=100, SSID=""eduroam""",Library,12,Friday,1052.0,0,0.0,2024-10-25 11:55:37.081,0.001
348,2024-10-25 11:55:37.081,HewlettPacka_7a:aa:40,Broadcast,802.11,339,-77 dBm,,,6,2437MHz,"Beacon frame, SN=1053, FN=0, Flags=........C, BI=100, SSID=""UNSW Guest""",Library,12,Friday,1053.0,0,0.0,2024-10-25 11:55:37.081,0.0
349,2024-10-25 11:55:37.082,02:f4:33:53:4c:c6,ff:ea:85:ff:67:10,802.11,360,-73 dBm,,,6,2437MHz,"Beacon frame, SN=345, FN=8, Flags=........C, BI=123, SSID=Wildcard (Broadcast)[Malformed Packet]",Library,12,Friday,345.0,0,0.0,2024-10-25 11:55:37.082,0.001
350,2024-10-25 11:55:37.082,HewlettPacka_7a:aa:41,Broadcast,802.11,367,-75 dBm,,,6,2437MHz,"Beacon frame, SN=1056, FN=0, Flags=........C, BI=100, SSID=""uniwide""",Library,12,Friday,1056.0,0,0.0,2024-10-25 11:55:37.082,0.0
353,2024-10-25 11:55:37.084,HewlettPacka_79:f0:11,Broadcast,802.11,339,-77 dBm,,,6,2437MHz,"Beacon frame, SN=1919, FN=0, Flags=........C, BI=100, SSID=""UNSW Guest""",Library,12,Friday,1919.0,0,0.0,2024-10-25 11:55:37.084,0.002
354,2024-10-25 11:55:37.084,HewlettPacka_79:f0:13,Broadcast,802.11,351,-82 dBm,,,6,2437MHz,"Beacon frame, SN=1920, FN=0, Flags=........C, BI=100, SSID=""Global_Students""",Library,12,Friday,1920.0,0,0.0,2024-10-25 11:55:37.084,0.0
355,2024-10-25 11:55:37.085,HewlettPacka_79:f0:14,Broadcast,802.11,367,-81 dBm,,,6,2437MHz,"Beacon frame, SN=1922, FN=0, Flags=........C, BI=100, SSID=""uniwide""",Library,12,Friday,1922.0,0,0.0,2024-10-25 11:55:37.085,0.001
357,2024-10-25 11:55:37.091,62:4a:17:d6:66:18,Broadcast,802.11,185,-77 dBm,,,6,2437MHz,"Probe Request, SN=3605, FN=0, Flags=........C, SSID=""uniwide""",Library,12,Friday,3605.0,0,0.0,2024-10-25 11:55:37.091,0.006
359,2024-10-25 11:55:37.092,HewlettPacka_7a:f1:21,62:4a:17:d6:66:18,802.11,352,-59 dBm,,,6,2437MHz,"Probe Response, SN=1587, FN=0, Flags=........C, BI=100, SSID=""uniwide""",Library,12,Friday,1587.0,0,0.0,2024-10-25 11:55:37.092,0.001
361,2024-10-25 11:55:37.096,HewlettPacka_7a:f1:25,Broadcast,802.11,351,-60 dBm,,,6,2437MHz,"Beacon frame, SN=2383, FN=0, Flags=........C, BI=100, SSID=""Global_Students""",Library,12,Friday,2383.0,0,0.0,2024-10-25 11:55:37.096,0.004
362,2024-10-25 11:55:37.097,HewlettPacka_7a:f1:22,Broadcast,802.11,360,-60 dBm,,,6,2437MHz,"Beacon frame, SN=2384, FN=0, Flags=........C, BI=100, SSID=Wildcard (Broadcast)",Library,12,Friday,2384.0,0,0.0,2024-10-25 11:55:37.097,0.001
363,2024-10-25 11:55:37.097,HewlettPacka_7a:f1:21,Broadcast,802.11,367,-59 dBm,,,6,2437MHz,"Beacon frame, SN=2385, FN=0, Flags=........C, BI=100, SSID=""uniwide""",Library,12,Friday,2385.0,0,0.0,2024-10-25 11:55:37.097,0.0
365,2024-10-25 11:55:37.102,6a:ae:6f:26:b2:98,Broadcast,802.11,292,-78 dBm,,,6,2437MHz,"Beacon frame, SN=1158, FN=0, Flags=........C, BI=100, SSID=000000000000000000000000000000[Malformed Packet]",Library,12,Friday,1158.0,0,0.0,2024-10-25 11:55:37.102,0.005
366,2024-10-25 11:55:37.103,HewlettPacka_7a:aa:41,62:4a:17:d6:66:18,802.11,352,-76 dBm,,,6,2437MHz,"Probe Response, SN=1349, FN=0, Flags=........C, BI=100, SSID=""uniwide""[Malformed Packet: length of contained item exceeds length of containing item]",Library,12,Friday,1349.0,0,0.0,2024-10-25 11:55:37.103,0.001
370,2024-10-25 11:55:37.109,1e:de:a1:b6:db:c7,HewlettPacka_79:f0:15,802.11,52,-81 dBm,,,6,2437MHz,"Null function (No data), SN=3249, FN=0, Flags=...P...TC",Library,12,Friday,3249.0,0,0.0,2024-10-25 11:55:37.109,0.006
373,2024-10-25 11:55:37.114,ea:65:59:cc:f2:b9,Broadcast,802.11,279,-82 dBm,,,6,2437MHz,"Beacon frame, SN=2170, FN=0, Flags=........C, BI=100[Malformed Packet: length of contained item exceeds length of containing item]",Library,12,Friday,2170.0,0,0.0,2024-10-25 11:55:37.114,0.005
376,2024-10-25 11:55:37.116,1e:de:a1:b6:db:c7,HewlettPacka_79:f0:15,802.11,52,-79 dBm,,,6,2437MHz,"Null function (No data), SN=3250, FN=0, Flags=...P...TC",Library,12,Friday,3250.0,0,0.0,2024-10-25 11:55:37.116,0.002
378,2024-10-25 11:55:37.117,Apple_77:b8:aa,6a:ae:6f:26:b2:98,802.11,52,-84 dBm,,,6,2437MHz,"Null function (No data), SN=2198, FN=0, Flags=...P...TC",Library,12,Friday,2198.0,0,0.0,2024-10-25 11:55:37.117,0.001
387,2024-10-25 11:55:37.129,00:44:20:21:a0:42,1f:5f:e8:f0:92:24,802.11,285,-77 dBm,,,6,2437MHz,"Beacon frame, SN=1742, FN=2, Flags=........C, BI=45258, SSID=ac020c002d1a21001bffff00000000",Library,12,Friday,1742.0,0,0.0,2024-10-25 11:55:37.129,0.012
388,2024-10-25 11:55:37.129,a1:da:21:2d:5e:ce,e0:23:22:48:c0:74,802.11,52,-73 dBm,,,6,2437MHz,"Null function (No data), SN=1226, FN=10, Flags=...P...TC",Library,12,Friday,1226.0,0,0.0,2024-10-25 11:55:37.129,0.0
389,2024-10-25 11:55:37.130,1e:de:a1:b6:db:c7,HewlettPacka_79:f0:15,802.11,52,-73 dBm,,,6,2437MHz,"Null function (No data), SN=3253, FN=0, Flags=.......TC",Library,12,Friday,3253.0,0,0.0,2024-10-25 11:55:37.130,0.001
395,2024-10-25 11:55:37.134,1e:de:a1:b6:db:c7,HewlettPacka_79:f0:15,802.11,52,-74 dBm,,,6,2437MHz,"Null function (No data), SN=3254, FN=0, Flags=...P...TC",Library,12,Friday,3254.0,0,0.0,2024-10-25 11:55:37.134,0.004
399,2024-10-25 11:55:37.135,1e:de:a1:b6:db:c7,HewlettPacka_79:f0:15,802.11,52,-76 dBm,,,6,2437MHz,"Null function (No data), SN=3255, FN=0, Flags=...P...TC",Library,12,Friday,3255.0,0,0.0,2024-10-25 11:55:37.135,0.001
402,2024-10-25 11:55:37.140,ICANNIANADep_00:04:00,1e:de:a1:b6:db:c7,802.11,1524,,,,6,2437MHz,"QoS Data, SN=3776, FN=0, Flags=.p..R.F.C",Library,12,Friday,3776.0,0,0.0,2024-10-25 11:55:37.140,0.005
403,2024-10-25 11:55:37.141,ICANNIANADep_00:04:00,1e:de:a1:b6:db:c7,802.11,1524,-81 dBm,,,6,2437MHz,"QoS Data, SN=3777, FN=0, Flags=.p..R.F.C",Library,12,Friday,3777.0,0,0.0,2024-10-25 11:55:37.141,0.001
409,2024-10-25 11:55:37.158,4a:ee:85:35:94:64,Broadcast,802.11,288,-83 dBm,,,6,2437MHz,"Beacon frame, SN=1866, FN=0, Flags=........C, BI=300, SSID=000000000000000000000000000000000000",Library,12,Friday,1866.0,0,0.0,2024-10-25 11:55:37.158,0.017
413,2024-10-25 11:55:37.162,1e:de:a1:b6:db:c7,ICANNIANADep_00:04:00,802.11,138,,,,6,2437MHz,"QoS Data, SN=2735, FN=0, Flags=.p.....TC",Library,12,Friday,2735.0,0,0.0,2024-10-25 11:55:37.162,0.004
414,2024-10-25 11:55:37.162,1e:de:a1:b6:db:c7,ICANNIANADep_00:04:00,802.11,138,,,,6,2437MHz,"QoS Data, SN=2736, FN=0, Flags=.p.....TC",Library,12,Friday,2736.0,0,0.0,2024-10-25 11:55:37.162,0.0
