No.,Time,Source,Destination,Protocol,Length,Signal strength (dBm),Noise level (dBm),Signal/noise ratio (dB),Channel,Frequency,Info,Loation,Time_of_day,Day,Sequence Number,Retransmission Flag,Retransmission Count,absolute time,Latency
9571,2024-10-26 19:10:08.868,22:f1:72:00:8d:11,Broadcast,802.11,102,-71 dBm,-90 dBm,19 dB,6,2437MHz,"Beacon frame, SN=1466, FN=0, Flags=........C, BI=300, SSID=0000000000000000000000000000[Malformed Packet: length of contained item exceeds length of containing item]",Library,19,Saturday,1466.0,0,0.0,2024-10-26 19:10:08.868,0.022
9572,2024-10-26 19:10:08.874,2e:16:e3:2f:fe:6d,Broadcast,802.11,294,-57 dBm,-90 dBm,33 dB,6,2437MHz,"Beacon frame, SN=10, FN=0, Flags=........C, BI=300, SSID=00000000000000000000000000000000[Malformed Packet]",Library,19,Saturday,10.0,0,0.0,2024-10-26 19:10:08.874,0.006
9573,2024-10-26 19:10:08.876,HewlettPacka_7a:f1:20,8e:11:b4:34:8e:5d,802.11,354,-60 dBm,-90 dBm,30 dB,6,2437MHz,"Probe Response, SN=547, FN=0, Flags=........C, BI=100, SSID=""UNSW-IoT""",Library,19,Saturday,547.0,0,0.0,2024-10-26 19:10:08.876,0.002
9575,2024-10-26 19:10:08.878,HewlettPacka_7a:f1:23,8e:11:b4:34:8e:5d,802.11,363,-60 dBm,-90 dBm,30 dB,6,2437MHz,"Probe Response, SN=805, FN=0, Flags=........C, BI=100, SSID=""eduroam""",Library,19,Saturday,805.0,0,0.0,2024-10-26 19:10:08.878,0.002
9582,2024-10-26 19:10:08.894,HewlettPacka_7a:f1:25,8e:11:b4:34:8e:5d,802.11,337,-60 dBm,-90 dBm,30 dB,6,2437MHz,"Probe Response, SN=672, FN=0, Flags=........C, BI=100, SSID=""Global_Students""",Library,19,Saturday,672.0,0,0.0,2024-10-26 19:10:08.894,0.016
9588,2024-10-26 19:10:08.908,HewlettPacka_5c:a9:24,Broadcast,802.11,370,-76 dBm,-90 dBm,14 dB,6,2437MHz,"Beacon frame, SN=2253, FN=0, Flags=........C, BI=100, SSID=""UNSW-IoT""",Library,19,Saturday,2253.0,0,0.0,2024-10-26 19:10:08.908,0.014
9589,2024-10-26 19:10:08.908,HewlettPacka_5c:a9:20,Broadcast,802.11,286,-76 dBm,-90 dBm,14 dB,6,2437MHz,"Beacon frame, SN=2254, FN=0, Flags=........C, BI=100, SSID=""eduroam""",Library,19,Saturday,2254.0,0,0.0,2024-10-26 19:10:08.908,0.0
9590,2024-10-26 19:10:08.910,Apple_06:0e:f2,92:38:55:35:24:52,802.11,53,-74 dBm,-90 dBm,16 dB,6,2437MHz,"Null function (No data), SN=2986, FN=0, Flags=...P...TC",Library,19,Saturday,2986.0,0,0.0,2024-10-26 19:10:08.910,0.002
9591,2024-10-26 19:10:08.911,HewlettPacka_5c:a9:23,8e:11:b4:34:8e:5d,802.11,337,-79 dBm,-90 dBm,11 dB,6,2437MHz,"Probe Response, SN=87, FN=0, Flags=........C, BI=100, SSID=""Global_Students""",Library,19,Saturday,87.0,0,0.0,2024-10-26 19:10:08.911,0.001
9594,2024-10-26 19:10:08.912,HewlettPacka_5c:a9:22,8e:11:b4:34:8e:5d,802.11,278,-81 dBm,-90 dBm,9 dB,6,2437MHz,"Probe Response, SN=1182, FN=0, Flags=........C, BI=100, SSID=""uniwide""[Malformed Packet: length of contained item exceeds length of containing item]",Library,19,Saturday,1182.0,0,0.0,2024-10-26 19:10:08.912,0.001
9597,2024-10-26 19:10:08.919,5e:09:47:9a:4d:64,Apple_2c:80:8a,802.11,154,-67 dBm,-90 dBm,23 dB,6,2437MHz,"QoS Data, SN=2787, FN=0, Flags=.p....F.C",Library,19,Saturday,2787.0,0,0.0,2024-10-26 19:10:08.919,0.007
9603,2024-10-26 19:10:08.927,HewlettPacka_7a:f1:23,Broadcast,802.11,378,-60 dBm,-90 dBm,30 dB,6,2437MHz,"Beacon frame, SN=2821, FN=0, Flags=........C, BI=100, SSID=""eduroam""",Library,19,Saturday,2821.0,0,0.0,2024-10-26 19:10:08.927,0.008
9602,2024-10-26 19:10:08.927,HewlettPacka_7a:f1:20,Broadcast,802.11,369,-60 dBm,-90 dBm,30 dB,6,2437MHz,"Beacon frame, SN=2820, FN=0, Flags=........C, BI=100, SSID=""UNSW-IoT""",Library,19,Saturday,2820.0,0,0.0,2024-10-26 19:10:08.927,0.0
9604,2024-10-26 19:10:08.928,HewlettPacka_7a:f1:24,Broadcast,802.11,340,-60 dBm,-90 dBm,30 dB,6,2437MHz,"Beacon frame, SN=2822, FN=0, Flags=........C, BI=100, SSID=""UNSW Guest""",Library,19,Saturday,2822.0,0,0.0,2024-10-26 19:10:08.928,0.001
9605,2024-10-26 19:10:08.928,HewlettPacka_7a:f1:25,Broadcast,802.11,352,-60 dBm,-90 dBm,30 dB,6,2437MHz,"Beacon frame, SN=2823, FN=0, Flags=........C, BI=100, SSID=""Global_Students""",Library,19,Saturday,2823.0,0,0.0,2024-10-26 19:10:08.928,0.0
9606,2024-10-26 19:10:08.928,HewlettPacka_7a:f1:22,Broadcast,802.11,361,-59 dBm,-90 dBm,31 dB,6,2437MHz,"Beacon frame, SN=2824, FN=0, Flags=........C, BI=100, SSID=Wildcard (Broadcast)",Library,19,Saturday,2824.0,0,0.0,2024-10-26 19:10:08.928,0.0
9607,2024-10-26 19:10:08.928,HewlettPacka_7a:f1:21,Broadcast,802.11,368,-61 dBm,-90 dBm,29 dB,6,2437MHz,"Beacon frame, SN=2825, FN=0, Flags=........C, BI=100, SSID=""uniwide""[Malformed Packet]",Library,19,Saturday,2825.0,0,0.0,2024-10-26 19:10:08.928,0.0
9612,2024-10-26 19:10:08.942,0e:5e:67:da:9d:98,Broadcast,802.11,122,-79 dBm,-90 dBm,11 dB,6,2437MHz,"Probe Request, SN=2198, FN=0, Flags=........C, SSID=Wildcard (Broadcast)[Malformed Packet: length of contained item exceeds length of containing item]",Library,19,Saturday,2198.0,0,0.0,2024-10-26 19:10:08.942,0.014
9616,2024-10-26 19:10:08.956,6a:bb:c1:de:dd:06,Broadcast,802.11,285,-86 dBm,-90 dBm,4 dB,6,2437MHz,"Beacon frame, SN=3199, FN=0, Flags=........C, BI=100, SSID=""Jasé³200\231 iphone ""[Malformed Packet]",Library,19,Saturday,3199.0,0,0.0,2024-10-26 19:10:08.956,0.014
9617,2024-10-26 19:10:08.958,e2:55:68:e1:fd:ef,Broadcast,802.11,145,-76 dBm,-90 dBm,14 dB,6,2437MHz,"Probe Request, SN=101, FN=0, Flags=........C, SSID=Wildcard (Broadcast)",Library,19,Saturday,101.0,0,0.0,2024-10-26 19:10:08.958,0.002
9624,2024-10-26 19:10:08.978,8f:8c:ac:ee:2c:7e,93:c9:00:c2:ce:ca,802.11,356,-79 dBm,-90 dBm,11 dB,6,2437MHz,"Probe Request, SN=2723, FN=5, Flags=.pm...FTC",Library,19,Saturday,2723.0,0,0.0,2024-10-26 19:10:08.978,0.02
9626,2024-10-26 19:10:08.982,92:38:55:35:24:52,LiteonTechno_9a:f9:d1,802.11,253,-81 dBm,-90 dBm,9 dB,6,2437MHz,"Probe Response, SN=2703, FN=0, Flags=....R...C, BI=100, SSID=""emmas phone""[Malformed Packet]",Library,19,Saturday,2703.0,0,0.0,2024-10-26 19:10:08.982,0.004
9632,2024-10-26 19:10:08.995,9e:aa:b5:d3:0a:d3,e2:55:68:e1:fd:ef,802.11,101,-77 dBm,-90 dBm,13 dB,6,2437MHz,"Probe Response, SN=2916, FN=0, Flags=....R...C, BI=100, SSID=""Heavenly ""[Malformed Packet]",Library,19,Saturday,2916.0,0,0.0,2024-10-26 19:10:08.995,0.013
9633,2024-10-26 19:10:08.998,9e:aa:b5:d3:0a:d3,e2:55:68:e1:fd:ef,802.11,244,-80 dBm,-90 dBm,10 dB,6,2437MHz,"Probe Response, SN=2916, FN=0, Flags=....R...C, BI=100, SSID=""Heavenly ""[Malformed Packet: length of contained item exceeds length of containing item]",Library,19,Saturday,2916.0,0,0.0,2024-10-26 19:10:08.998,0.003
9642,2024-10-26 19:10:09.003,Apple_c8:30:40,de:76:55:35:24:52,802.11,53,-85 dBm,-90 dBm,5 dB,6,2437MHz,"Null function (No data), SN=3032, FN=0, Flags=.......TC",Library,19,Saturday,3032.0,0,0.0,2024-10-26 19:10:09.003,0.005
9643,2024-10-26 19:10:09.004,Apple_c8:30:40,92:38:55:35:24:52,802.11,53,-77 dBm,-90 dBm,13 dB,6,2437MHz,"Null function (No data), SN=3032, FN=0, Flags=....R..TC",Library,19,Saturday,3032.0,0,0.0,2024-10-26 19:10:09.004,0.001
9645,2024-10-26 19:10:09.006,72:f9:76:27:2c:96,Broadcast,802.11,112,-72 dBm,-90 dBm,18 dB,6,2437MHz,"Probe Request, SN=218, FN=0, Flags=........C, SSID=Wildcard (Broadcast)",Library,19,Saturday,218.0,0,0.0,2024-10-26 19:10:09.006,0.002
9647,2024-10-26 19:10:09.008,a2:02:06:e9:e6:b5,72:f9:76:27:2c:96,802.11,271,-64 dBm,-90 dBm,26 dB,6,2437MHz,"Probe Response, SN=3332, FN=0, Flags=........C, BI=100, SSID=""iPhone""",Library,19,Saturday,3332.0,1,0.0,2024-10-26 19:10:09.008,0.002
9649,2024-10-26 19:10:09.011,a2:02:06:e9:e6:b5,Broadcast,802.11,260,-63 dBm,-90 dBm,27 dB,6,2437MHz,"Beacon frame, SN=1902, FN=0, Flags=........C, BI=100, SSID=""iPhone""[Malformed Packet: length of contained item exceeds length of containing item]",Library,19,Saturday,1902.0,0,0.0,2024-10-26 19:10:09.011,0.003
9655,2024-10-26 19:10:09.018,a2:02:06:e9:e6:b5,72:f9:76:27:2c:96,802.11,271,-66 dBm,-90 dBm,24 dB,6,2437MHz,"Probe Response, SN=3332, FN=0, Flags=....R...C, BI=100, SSID=""iPhone""[Malformed Packet]",Library,19,Saturday,3332.0,1,1.0,2024-10-26 19:10:09.018,0.007
9659,2024-10-26 19:10:09.026,ca:fc:16:d5:27:a4,Broadcast,802.11,107,-69 dBm,-90 dBm,21 dB,6,2437MHz,"Beacon frame, SN=3808, FN=0, Flags=........C, BI=100, SSID=""lily (2)""[Malformed Packet: length of contained item exceeds length of containing item]",Library,19,Saturday,3808.0,0,0.0,2024-10-26 19:10:09.026,0.008
9661,2024-10-26 19:10:09.030,HewlettPacka_7a:f1:20,Broadcast,802.11,369,-60 dBm,-90 dBm,30 dB,6,2437MHz,"Beacon frame, SN=2826, FN=0, Flags=........C, BI=100, SSID=""UNSW-IoT""",Library,19,Saturday,2826.0,0,0.0,2024-10-26 19:10:09.030,0.004
9662,2024-10-26 19:10:09.030,HewlettPacka_7a:f1:23,Broadcast,802.11,378,-61 dBm,-90 dBm,29 dB,6,2437MHz,"Beacon frame, SN=2827, FN=0, Flags=........C, BI=100, SSID=""eduroam""",Library,19,Saturday,2827.0,0,0.0,2024-10-26 19:10:09.030,0.0
9665,2024-10-26 19:10:09.031,HewlettPacka_7a:f1:21,Broadcast,802.11,368,-60 dBm,-90 dBm,30 dB,6,2437MHz,"Beacon frame, SN=2831, FN=0, Flags=........C, BI=100, SSID=""uniwide""",Library,19,Saturday,2831.0,0,0.0,2024-10-26 19:10:09.031,0.001
9664,2024-10-26 19:10:09.031,HewlettPacka_7a:f1:25,Broadcast,802.11,352,-60 dBm,-90 dBm,30 dB,6,2437MHz,"Beacon frame, SN=2829, FN=0, Flags=........C, BI=100, SSID=""Global_Students""",Library,19,Saturday,2829.0,0,0.0,2024-10-26 19:10:09.031,0.0
9663,2024-10-26 19:10:09.031,HewlettPacka_7a:f1:24,Broadcast,802.11,340,-60 dBm,-90 dBm,30 dB,6,2437MHz,"Beacon frame, SN=2828, FN=0, Flags=........C, BI=100, SSID=""UNSW Guest""",Library,19,Saturday,2828.0,0,0.0,2024-10-26 19:10:09.031,0.0
9666,2024-10-26 19:10:09.034,a2:02:06:e9:e6:b5,72:f9:76:27:2c:96,802.11,271,-59 dBm,-90 dBm,31 dB,6,2437MHz,"Probe Response, SN=3332, FN=0, Flags=....R...C, BI=100, SSID=""iPhone""",Library,19,Saturday,3332.0,1,2.0,2024-10-26 19:10:09.034,0.003
9667,2024-10-26 19:10:09.034,Apple_6d:76:b2,a2:02:06:e9:e6:b5,802.11,53,-65 dBm,-90 dBm,25 dB,6,2437MHz,"Null function (No data), SN=1881, FN=0, Flags=...PR..TC",Library,19,Saturday,1881.0,0,0.0,2024-10-26 19:10:09.034,0.0
9669,2024-10-26 19:10:09.037,a2:02:06:e9:e6:b5,72:f9:76:27:2c:96,802.11,271,-61 dBm,-90 dBm,29 dB,6,2437MHz,"Probe Response, SN=3332, FN=0, Flags=....R...C, BI=100, SSID=""iPhone""",Library,19,Saturday,3332.0,1,3.0,2024-10-26 19:10:09.037,0.003
9670,2024-10-26 19:10:09.039,92:38:55:35:24:52,Broadcast,802.11,204,-72 dBm,-90 dBm,18 dB,6,2437MHz,"Beacon frame, SN=2407, FN=0, Flags=........C, BI=100, SSID=""emmas phone""[Malformed Packet: length of contained item exceeds length of containing item]",Library,19,Saturday,2407.0,0,0.0,2024-10-26 19:10:09.039,0.002
9673,2024-10-26 19:10:09.042,96:0c:98:c9:d3:64,IPv6mcast_fb,802.11,262,-82 dBm,-90 dBm,8 dB,6,2437MHz,"Data, SN=3049, FN=0, Flags=.p....F.C",Library,19,Saturday,3049.0,0,0.0,2024-10-26 19:10:09.042,0.003
9676,2024-10-26 19:10:09.047,Apple_9b:d0:10,ce:64:f4:1f:68:32,802.11,53,-74 dBm,-90 dBm,16 dB,6,2437MHz,"Null function (No data), SN=1150, FN=0, Flags=.......TC",Library,19,Saturday,1150.0,0,0.0,2024-10-26 19:10:09.047,0.005
9679,2024-10-26 19:10:09.048,HewlettPacka_79:f0:10,Broadcast,802.11,369,-77 dBm,-90 dBm,13 dB,6,2437MHz,"Beacon frame, SN=995, FN=0, Flags=........C, BI=100, SSID=""UNSW-IoT""",Library,19,Saturday,995.0,0,0.0,2024-10-26 19:10:09.048,0.001
9680,2024-10-26 19:10:09.048,HewlettPacka_79:f0:15,Broadcast,802.11,318,-77 dBm,-90 dBm,13 dB,6,2437MHz,"Beacon frame, SN=996, FN=0, Flags=........C, BI=100, SSID=""eduroam""[Malformed Packet: length of contained item exceeds length of containing item]",Library,19,Saturday,996.0,0,0.0,2024-10-26 19:10:09.048,0.0
9683,2024-10-26 19:10:09.049,HewlettPacka_79:f0:14,Broadcast,802.11,368,-75 dBm,-90 dBm,15 dB,6,2437MHz,"Beacon frame, SN=1000, FN=0, Flags=........C, BI=100, SSID=""uniwide""",Library,19,Saturday,1000.0,0,0.0,2024-10-26 19:10:09.049,0.001
9682,2024-10-26 19:10:09.049,HewlettPacka_79:f0:12,Broadcast,802.11,361,-77 dBm,-90 dBm,13 dB,6,2437MHz,"Beacon frame, SN=999, FN=0, Flags=........C, BI=100, SSID=Wildcard (Broadcast)",Library,19,Saturday,999.0,0,0.0,2024-10-26 19:10:09.049,0.0
9681,2024-10-26 19:10:09.049,HewlettPacka_79:f0:13,Broadcast,802.11,352,-78 dBm,-90 dBm,12 dB,6,2437MHz,"Beacon frame, SN=998, FN=0, Flags=........C, BI=100, SSID=""Global_Students""",Library,19,Saturday,998.0,0,0.0,2024-10-26 19:10:09.049,0.0
9685,2024-10-26 19:10:09.051,44:72:4a:db:ca:d2,ff:5f:fd:ff:ff:ff,802.11,361,-74 dBm,-90 dBm,16 dB,6,2437MHz,"Beacon frame, SN=980, FN=14, Flags=........C, BI=32868[Malformed Packet]",Library,19,Saturday,980.0,0,0.0,2024-10-26 19:10:09.051,0.002
9686,2024-10-26 19:10:09.051,HewlettPacka_7b:28:d4,Broadcast,802.11,352,-77 dBm,-90 dBm,13 dB,6,2437MHz,"Beacon frame, SN=1200, FN=0, Flags=........C, BI=100, SSID=""Global_Students""",Library,19,Saturday,1200.0,0,0.0,2024-10-26 19:10:09.051,0.0
9687,2024-10-26 19:10:09.051,HewlettPacka_7b:28:d5,Broadcast,802.11,378,-76 dBm,-90 dBm,14 dB,6,2437MHz,"Beacon frame, SN=1201, FN=0, Flags=........C, BI=100, SSID=""eduroam""",Library,19,Saturday,1201.0,0,0.0,2024-10-26 19:10:09.051,0.0
9689,2024-10-26 19:10:09.052,60:3e:ef:4e:87:08,da:fd:e1:80:97:7d,802.11,53,-87 dBm,-90 dBm,3 dB,6,2437MHz,"Null function (No data), SN=2780, FN=5, Flags=...P...TC",Library,19,Saturday,2780.0,0,0.0,2024-10-26 19:10:09.052,0.001
9693,2024-10-26 19:10:09.058,Apple_32:50:5a,ca:fc:16:d5:27:a4,802.11,53,-71 dBm,-90 dBm,19 dB,6,2437MHz,"Null function (No data), SN=2410, FN=0, Flags=....R..TC",Library,19,Saturday,2410.0,0,0.0,2024-10-26 19:10:09.058,0.006
9694,2024-10-26 19:10:09.061,96:38:96:9c:60:f0,Broadcast,802.11,257,-62 dBm,-90 dBm,28 dB,6,2437MHz,"Beacon frame, SN=2894, FN=0, Flags=........C, BI=100, SSID=""Hmmm3 (2)""[Malformed Packet: length of contained item exceeds length of containing item]",Library,19,Saturday,2894.0,0,0.0,2024-10-26 19:10:09.061,0.003
9696,2024-10-26 19:10:09.069,LiteonTechno_9a:f9:d1,Broadcast,802.11,117,-62 dBm,-90 dBm,28 dB,6,2437MHz,"Probe Request, SN=5, FN=15, Flags=........C, SSID=Wildcard (Broadcast)[Malformed Packet]",Library,19,Saturday,5.0,0,0.0,2024-10-26 19:10:09.069,0.008
9697,2024-10-26 19:10:09.071,32:00:00:00:00:00,72:f9:76:27:2c:96,802.11,253,-68 dBm,-90 dBm,22 dB,6,2437MHz,"Probe Response, SN=402, FN=1, Flags=....R...C, BI=100, SSID=""emmas phone""",Library,19,Saturday,402.0,0,0.0,2024-10-26 19:10:09.071,0.002
9701,2024-10-26 19:10:09.079,LiteonTechno_9a:f9:d1,Broadcast,802.11,117,-61 dBm,-90 dBm,29 dB,6,2437MHz,"Probe Request, SN=2406, FN=0, Flags=........C, SSID=Wildcard (Broadcast)",Library,19,Saturday,2406.0,0,0.0,2024-10-26 19:10:09.079,0.008
9704,2024-10-26 19:10:09.087,LiteonTechno_9a:f9:d1,Broadcast,802.11,117,-62 dBm,-90 dBm,28 dB,6,2437MHz,"Probe Request, SN=2407, FN=0, Flags=........C, SSID=Wildcard (Broadcast)",Library,19,Saturday,2407.0,0,0.0,2024-10-26 19:10:09.087,0.008
9705,2024-10-26 19:10:09.090,96:38:96:9c:60:f0,LiteonTechno_9a:f9:d1,802.11,251,-64 dBm,-90 dBm,26 dB,6,2437MHz,"Probe Response, SN=2895, FN=0, Flags=....R...C, BI=100, SSID=""Hmmm3 (2)""",Library,19,Saturday,2895.0,1,0.0,2024-10-26 19:10:09.090,0.003
9706,2024-10-26 19:10:09.091,LiteonTechno_9a:f9:d1,Broadcast,802.11,117,-61 dBm,-90 dBm,29 dB,6,2437MHz,"Probe Request, SN=2408, FN=0, Flags=........C, SSID=Wildcard (Broadcast)",Library,19,Saturday,2408.0,0,0.0,2024-10-26 19:10:09.091,0.001
9708,2024-10-26 19:10:09.092,6a:ef:e2:d1:87:26,Broadcast,802.11,61,-86 dBm,-90 dBm,4 dB,6,2437MHz,"Beacon frame, SN=142, FN=0, Flags=........C[Malformed Packet]",Library,19,Saturday,142.0,0,0.0,2024-10-26 19:10:09.092,0.001
9709,2024-10-26 19:10:09.095,96:38:96:9c:60:f0,LiteonTechno_9a:f9:d1,802.11,251,-70 dBm,-90 dBm,20 dB,6,2437MHz,"Probe Response, SN=2895, FN=0, Flags=....R...C, BI=100, SSID=""Hmmm3 (2)""",Library,19,Saturday,2895.0,1,1.0,2024-10-26 19:10:09.095,0.003
9711,2024-10-26 19:10:09.098,8a:ba:b6:d7:b5:cc,Broadcast,802.11,291,-61 dBm,-90 dBm,29 dB,6,2437MHz,"Beacon frame, SN=2484, FN=0, Flags=........C, BI=100, SSID=""Playstation 5""[Malformed Packet: length of contained item exceeds length of containing item]",Library,19,Saturday,2484.0,0,0.0,2024-10-26 19:10:09.098,0.003
9712,2024-10-26 19:10:09.102,96:38:96:9c:60:f0,LiteonTechno_9a:f9:d1,802.11,251,-69 dBm,-90 dBm,21 dB,6,2437MHz,"Probe Response, SN=2895, FN=0, Flags=....R...C, BI=100, SSID=""Hmmm3 (2)""",Library,19,Saturday,2895.0,1,2.0,2024-10-26 19:10:09.102,0.004
9717,2024-10-26 19:10:09.108,92:38:55:35:24:52,LiteonTechno_9a:f9:d1,802.11,123,-69 dBm,-90 dBm,21 dB,6,2437MHz,"Probe Response, SN=2538, FN=0, Flags=....R...C, BI=65535[Malformed Packet]",Library,19,Saturday,2538.0,0,0.0,2024-10-26 19:10:09.108,0.006
9718,2024-10-26 19:10:09.110,a2:02:06:e9:e6:b5,Broadcast,802.11,50,-65 dBm,-90 dBm,25 dB,6,2437MHz,"Beacon frame, SN=1903, FN=0, Flags=........C[Malformed Packet]",Library,19,Saturday,1903.0,0,0.0,2024-10-26 19:10:09.110,0.002
9719,2024-10-26 19:10:09.113,92:38:55:35:24:52,LiteonTechno_9a:f9:d1,802.11,132,-76 dBm,-90 dBm,14 dB,6,2437MHz,"Probe Response, SN=2705, FN=0, Flags=....R...C, BI=100, SSID=""emmas phone""[Malformed Packet]",Library,19,Saturday,2705.0,0,0.0,2024-10-26 19:10:09.113,0.003
9729,2024-10-26 19:10:09.128,92:38:55:35:24:52,LiteonTechno_9a:f9:d1,802.11,164,-77 dBm,-90 dBm,13 dB,6,2437MHz,"Probe Response, SN=2705, FN=0, Flags=....R...C, BI=100, SSID=""emmas phone""[Malformed Packet: length of contained item exceeds length of containing item]",Library,19,Saturday,2705.0,0,0.0,2024-10-26 19:10:09.128,0.015
9731,2024-10-26 19:10:09.131,ca:fc:16:d5:27:a4,Broadcast,802.11,182,-69 dBm,-90 dBm,21 dB,6,2437MHz,"Beacon frame, SN=3809, FN=0, Flags=........C, BI=100, SSID=""lily (2)""[Malformed Packet: length of contained item exceeds length of containing item]",Library,19,Saturday,3809.0,0,0.0,2024-10-26 19:10:09.131,0.003
9732,2024-10-26 19:10:09.132,ce:96:1e:ac:6f:64,Apple_c0:90:40,802.11,1124,-75 dBm,-90 dBm,15 dB,6,2437MHz,"QoS Data, SN=1436, FN=4, Flags=.p..R.F.C",Library,19,Saturday,1436.0,0,0.0,2024-10-26 19:10:09.132,0.001
9733,2024-10-26 19:10:09.132,HewlettPacka_7a:f1:20,Broadcast,802.11,369,-60 dBm,-90 dBm,30 dB,6,2437MHz,"Beacon frame, SN=2832, FN=0, Flags=........C, BI=100, SSID=""UNSW-IoT""",Library,19,Saturday,2832.0,0,0.0,2024-10-26 19:10:09.132,0.0
9734,2024-10-26 19:10:09.133,HewlettPacka_7a:f1:23,Broadcast,802.11,378,-60 dBm,-90 dBm,30 dB,6,2437MHz,"Beacon frame, SN=2833, FN=0, Flags=........C, BI=100, SSID=""eduroam""",Library,19,Saturday,2833.0,0,0.0,2024-10-26 19:10:09.133,0.001
9735,2024-10-26 19:10:09.133,HewlettPacka_7a:f1:24,Broadcast,802.11,340,-61 dBm,-90 dBm,29 dB,6,2437MHz,"Beacon frame, SN=2834, FN=0, Flags=........C, BI=100, SSID=""UNSW Guest""",Library,19,Saturday,2834.0,0,0.0,2024-10-26 19:10:09.133,0.0
9736,2024-10-26 19:10:09.133,HewlettPacka_7a:f1:25,Broadcast,802.11,352,-59 dBm,-90 dBm,31 dB,6,2437MHz,"Beacon frame, SN=2835, FN=0, Flags=........C, BI=100, SSID=""Global_Students""",Library,19,Saturday,2835.0,0,0.0,2024-10-26 19:10:09.133,0.0
9737,2024-10-26 19:10:09.133,HewlettPacka_7a:f1:22,Broadcast,802.11,361,-59 dBm,-90 dBm,31 dB,6,2437MHz,"Beacon frame, SN=2836, FN=0, Flags=........C, BI=100, SSID=Wildcard (Broadcast)",Library,19,Saturday,2836.0,0,0.0,2024-10-26 19:10:09.133,0.0
9738,2024-10-26 19:10:09.134,HewlettPacka_7a:f1:21,Broadcast,802.11,368,-60 dBm,-90 dBm,30 dB,6,2437MHz,"Beacon frame, SN=2837, FN=0, Flags=........C, BI=100, SSID=""uniwide""",Library,19,Saturday,2837.0,0,0.0,2024-10-26 19:10:09.134,0.001
9745,2024-10-26 19:10:09.141,92:38:55:35:24:52,Broadcast,802.11,54,-75 dBm,-90 dBm,15 dB,6,2437MHz,"Beacon frame, SN=2408, FN=0, Flags=........C[Malformed Packet]",Library,19,Saturday,2408.0,0,0.0,2024-10-26 19:10:09.141,0.007
9746,2024-10-26 19:10:09.142,3e:4d:77:df:ef:69,Broadcast,802.11,118,-75 dBm,-90 dBm,15 dB,6,2437MHz,"Beacon frame, SN=2919, FN=0, Flags=........C, BI=300, SSID=000000000000000000000000000000",Library,19,Saturday,2919.0,0,0.0,2024-10-26 19:10:09.142,0.001
9758,2024-10-26 19:10:09.150,98:f8:09:54:3f:4c,e5:a9:90:11:81:b2,802.11,57,-74 dBm,-90 dBm,16 dB,6,2437MHz,"Disassociate, SN=548, FN=1, Flags=.p..R.F.C",Library,19,Saturday,548.0,0,0.0,2024-10-26 19:10:09.150,0.008
9760,2024-10-26 19:10:09.151,HewlettPacka_79:f0:10,Broadcast,802.11,369,-77 dBm,-90 dBm,13 dB,6,2437MHz,"Beacon frame, SN=1001, FN=0, Flags=........C, BI=100, SSID=""UNSW-IoT""",Library,19,Saturday,1001.0,0,0.0,2024-10-26 19:10:09.151,0.001
9761,2024-10-26 19:10:09.152,HewlettPacka_79:f0:15,Broadcast,802.11,378,-76 dBm,-90 dBm,14 dB,6,2437MHz,"Beacon frame, SN=1002, FN=0, Flags=........C, BI=100, SSID=""eduroam""",Library,19,Saturday,1002.0,0,0.0,2024-10-26 19:10:09.152,0.001
9762,2024-10-26 19:10:09.152,HewlettPacka_79:f0:11,Broadcast,802.11,340,-76 dBm,-90 dBm,14 dB,6,2437MHz,"Beacon frame, SN=1003, FN=0, Flags=........C, BI=100, SSID=""UNSW Guest""",Library,19,Saturday,1003.0,0,0.0,2024-10-26 19:10:09.152,0.0
9763,2024-10-26 19:10:09.152,HewlettPacka_79:f0:13,Broadcast,802.11,352,-76 dBm,-90 dBm,14 dB,6,2437MHz,"Beacon frame, SN=1004, FN=0, Flags=........C, BI=100, SSID=""Global_Students""",Library,19,Saturday,1004.0,0,0.0,2024-10-26 19:10:09.152,0.0
9764,2024-10-26 19:10:09.153,96:38:96:9c:60:f0,Broadcast,802.11,153,-71 dBm,-90 dBm,19 dB,6,2437MHz,"Beacon frame, SN=2896, FN=0, Flags=........C, BI=100, SSID=""Hmmm3 (2)""[Malformed Packet: length of contained item exceeds length of containing item]",Library,19,Saturday,2896.0,0,0.0,2024-10-26 19:10:09.153,0.001
9768,2024-10-26 19:10:09.156,ca:9e:19:86:28:71,Broadcast,802.11,262,-84 dBm,-90 dBm,6 dB,6,2437MHz,"Action, SN=2352, FN=9, Flags=........C",Library,19,Saturday,2352.0,0,0.0,2024-10-26 19:10:09.156,0.003
9776,2024-10-26 19:10:09.204,HewlettPacka_7a:aa:43,Broadcast,802.11,369,-77 dBm,-90 dBm,13 dB,6,2437MHz,"Beacon frame, SN=398, FN=0, Flags=........C, BI=100, SSID=""UNSW-IoT""",Library,19,Saturday,398.0,0,0.0,2024-10-26 19:10:09.204,0.048
9778,2024-10-26 19:10:09.211,LiteonTechno_9a:f9:d1,Broadcast,802.11,117,-69 dBm,-90 dBm,21 dB,7,2442MHz,"Probe Request, SN=2411, FN=0, Flags=........C, SSID=Wildcard (Broadcast)[Malformed Packet]",Library,19,Saturday,2411.0,0,0.0,2024-10-26 19:10:09.211,0.007
