No.,Time,Source,Destination,Protocol,Length,Signal strength (dBm),Noise level (dBm),Signal/noise ratio (dB),Channel,Frequency,Info,Loation,Time_of_day,Day,Sequence Number,Retransmission Flag,Retransmission Count,absolute time,Latency
1,2024-10-25 15:16:38.769,6a:7a:d4:1d:e5:31,HewlettPacka_7d:60:81,802.11,62,-76 dBm,-98 dBm,22 dB,149,5745MHz,"Action, SN=202, FN=0, Flags=........C, Dialog Token=140",Library,15,Friday,202.0,0,0.0,2024-10-25 15:16:38.769,
5,2024-10-25 15:16:38.770,HewlettPacka_7d:60:81,6a:7a:d4:1d:e5:31,802.11,62,-50 dBm,-98 dBm,48 dB,149,5745MHz,"Action, SN=6, FN=0, Flags=........C, Dialog Token=140",Library,15,Friday,6.0,0,0.0,2024-10-25 15:16:38.770,0.001
38,2024-10-25 15:16:38.785,HewlettPacka_7d:60:80,Broadcast,802.11,389,-50 dBm,-98 dBm,48 dB,149,5745MHz,"Beacon frame, SN=1371, FN=0, Flags=........C, BI=100, SSID=""UNSW-IoT""",Library,15,Friday,1371.0,0,0.0,2024-10-25 15:16:38.785,0.015
39,2024-10-25 15:16:38.785,HewlettPacka_7d:60:82,Broadcast,802.11,372,-50 dBm,-98 dBm,48 dB,149,5745MHz,"Beacon frame, SN=1372, FN=0, Flags=........C, BI=100, SSID=""Global_Students""",Library,15,Friday,1372.0,0,0.0,2024-10-25 15:16:38.785,0.0
40,2024-10-25 15:16:38.785,HewlettPacka_7d:60:83,Broadcast,802.11,381,-50 dBm,-98 dBm,48 dB,149,5745MHz,"Beacon frame, SN=1373, FN=0, Flags=........C, BI=100, SSID=Wildcard (Broadcast)",Library,15,Friday,1373.0,0,0.0,2024-10-25 15:16:38.785,0.0
41,2024-10-25 15:16:38.786,HewlettPacka_7d:60:84,Broadcast,802.11,398,-50 dBm,-98 dBm,48 dB,149,5745MHz,"Beacon frame, SN=1374, FN=0, Flags=........C, BI=100, SSID=""eduroam""",Library,15,Friday,1374.0,0,0.0,2024-10-25 15:16:38.786,0.001
42,2024-10-25 15:16:38.786,HewlettPacka_7d:60:85,Broadcast,802.11,360,-50 dBm,-98 dBm,48 dB,149,5745MHz,"Beacon frame, SN=1375, FN=0, Flags=........C, BI=100, SSID=""UNSW Guest""",Library,15,Friday,1375.0,0,0.0,2024-10-25 15:16:38.786,0.0
43,2024-10-25 15:16:38.786,HewlettPacka_7d:60:81,Broadcast,802.11,388,-49 dBm,-98 dBm,49 dB,149,5745MHz,"Beacon frame, SN=1376, FN=0, Flags=........C, BI=100, SSID=""uniwide""",Library,15,Friday,1376.0,0,0.0,2024-10-25 15:16:38.786,0.0
44,2024-10-25 15:16:38.787,8e:a3:f4:c9:1f:18,Broadcast,802.11,442,-78 dBm,-98 dBm,20 dB,149,5745MHz,"Beacon frame, SN=3317, FN=0, Flags=........C, BI=100, SSID=""Stevené200\231s iPhone""",Library,15,Friday,3317.0,0,0.0,2024-10-25 15:16:38.787,0.001
73,2024-10-25 15:16:38.794,a2:1b:33:30:d3:db,HewlettPacka_7d:60:81,802.11,53,-64 dBm,-98 dBm,34 dB,149,5745MHz,"Null function (No data), SN=3382, FN=0, Flags=.......TC",Library,15,Friday,3382.0,0,0.0,2024-10-25 15:16:38.794,0.007
88,2024-10-25 15:16:38.800,62:5a:01:59:d1:fe,Broadcast,802.11,419,-90 dBm,-98 dBm,8 dB,149,5745MHz,"Action, SN=2512, FN=0, Flags=op......C",Library,15,Friday,2512.0,0,0.0,2024-10-25 15:16:38.800,0.006
91,2024-10-25 15:16:38.801,be:f1:3f:b4:27:ed,a6:e8:f1:3d:c2:72,802.11,62,-89 dBm,-98 dBm,9 dB,149,5745MHz,"Action, SN=2341, FN=0, Flags=....R...C, Dialog Token=70",Library,15,Friday,2341.0,0,0.0,2024-10-25 15:16:38.801,0.001
114,2024-10-25 15:16:38.807,46:ef:cc:40:83:a3,Broadcast,802.11,436,-83 dBm,-98 dBm,15 dB,149,5745MHz,"Beacon frame, SN=2940, FN=0, Flags=........C, BI=100, SSID=""ashley \360\237\215\223""",Library,15,Friday,2940.0,0,0.0,2024-10-25 15:16:38.807,0.006
154,2024-10-25 15:16:38.818,0e:e9:69:51:57:6e,Broadcast,802.11,166,-82 dBm,-98 dBm,16 dB,149,5745MHz,"Beacon frame, SN=1317, FN=0, Flags=........C, BI=100, SSID=0000000000[Malformed Packet: length of contained item exceeds length of containing item]",Library,15,Friday,1317.0,0,0.0,2024-10-25 15:16:38.818,0.011
161,2024-10-25 15:16:38.824,a6:0f:15:24:d9:5d,ab:7d:2c:19:fb:ff,802.11,619,-90 dBm,-98 dBm,8 dB,149,5745MHz,"Action, SN=360, FN=12, Flags=........C[Malformed Packet]",Library,15,Friday,360.0,0,0.0,2024-10-25 15:16:38.824,0.006
169,2024-10-25 15:16:38.825,7e:2f:1a:74:b0:20,Broadcast,802.11,395,-85 dBm,-98 dBm,13 dB,149,5745MHz,"Action, SN=2759, FN=0, Flags=........C, SSID=f208100000511b5a2518155a2504490095280095001000[Malformed Packet]",Library,15,Friday,2759.0,0,0.0,2024-10-25 15:16:38.825,0.001
160,2024-10-25 15:16:38.825,e5:2e:1b:36:69:2a,63:e9:66:a2:80:28,802.11,715,-88 dBm,-98 dBm,10 dB,149,5745MHz,"Action, SN=3763, FN=2, Flags=........C[Malformed Packet]",Library,15,Friday,3763.0,0,0.0,2024-10-25 15:16:38.825,0.0
194,2024-10-25 15:16:38.834,29:8a:27:4f:8c:f9,46:4b:f0:77:24:41,802.11,838,-86 dBm,-98 dBm,12 dB,149,5745MHz,"Null function (No data), SN=3650, FN=6, Flags=o.mP.M.TC",Library,15,Friday,3650.0,0,0.0,2024-10-25 15:16:38.834,0.009
200,2024-10-25 15:16:38.835,a2:1b:33:30:d3:db,HewlettPacka_7d:60:81,802.11,53,-69 dBm,-98 dBm,29 dB,149,5745MHz,"Null function (No data), SN=3383, FN=0, Flags=...P...TC",Library,15,Friday,3383.0,1,0.0,2024-10-25 15:16:38.835,0.001
208,2024-10-25 15:16:38.836,a2:1b:33:30:d3:db,HewlettPacka_7d:60:81,802.11,53,-65 dBm,-98 dBm,33 dB,149,5745MHz,"Null function (No data), SN=3383, FN=0, Flags=...PR..TC",Library,15,Friday,3383.0,1,1.0,2024-10-25 15:16:38.836,0.001
215,2024-10-25 15:16:38.838,a2:1b:33:30:d3:db,HewlettPacka_7d:60:81,802.11,53,-65 dBm,-98 dBm,33 dB,149,5745MHz,"Null function (No data), SN=3383, FN=0, Flags=...PR..TC",Library,15,Friday,3383.0,1,2.0,2024-10-25 15:16:38.838,0.002
224,2024-10-25 15:16:38.840,cb:0f:73:3d:b4:86,8c:5b:dd:c7:ed:ab,802.11,432,-86 dBm,-98 dBm,12 dB,149,5745MHz,"Action, SN=54, FN=8, Flags=........C, SSID=Wildcard (Broadcast)",Library,15,Friday,54.0,0,0.0,2024-10-25 15:16:38.840,0.002
250,2024-10-25 15:16:38.849,0e:d8:c1:14:69:b6,Broadcast,802.11,398,-89 dBm,-98 dBm,9 dB,149,5745MHz,"Beacon frame, SN=2010, FN=0, Flags=........C, BI=100, SSID=000000000000[Malformed Packet: length of contained item exceeds length of containing item]",Library,15,Friday,2010.0,0,0.0,2024-10-25 15:16:38.849,0.009
259,2024-10-25 15:16:38.858,00:00:00_00:a4:46,04:10:30:2f:e1:04,802.11,57,-86 dBm,-98 dBm,12 dB,149,5745MHz,"QoS CF-Ack + CF-Poll (No data), SN=3428, FN=7, Flags=......FTC",Library,15,Friday,3428.0,0,0.0,2024-10-25 15:16:38.858,0.009
291,2024-10-25 15:16:38.864,17:73:ea:91:ea:3b,98:78:d7:7e:ed:da,802.11,57,-88 dBm,-98 dBm,10 dB,149,5745MHz,"Data + CF-Ack + CF-Poll, SN=1945, FN=8, Flags=.pmP.MFTC[Malformed Packet]",Library,15,Friday,1945.0,0,0.0,2024-10-25 15:16:38.864,0.006
301,2024-10-25 15:16:38.866,9d:f1:17:a3:a5:1b,ee:ca:9c:23:fe:74,802.11,59,-90 dBm,-98 dBm,8 dB,149,5745MHz,"Unrecognized (Reserved frame), SN=412, FN=12, Flags=o.mPR..TC",Library,15,Friday,412.0,0,0.0,2024-10-25 15:16:38.866,0.002
345,2024-10-25 15:16:38.878,5e:fa:70:39:72:30,Broadcast,802.11,54,-86 dBm,-98 dBm,12 dB,149,5745MHz,"Beacon frame, SN=118, FN=0, Flags=........C[Malformed Packet]",Library,15,Friday,118.0,0,0.0,2024-10-25 15:16:38.878,0.012
365,2024-10-25 15:16:38.887,8e:a3:f4:c9:1f:18,Broadcast,802.11,442,-76 dBm,-98 dBm,22 dB,149,5745MHz,"Beacon frame, SN=3318, FN=0, Flags=........C, BI=100, SSID=""Stevené200\231s iPhone""",Library,15,Friday,3318.0,0,0.0,2024-10-25 15:16:38.887,0.009
368,2024-10-25 15:16:38.887,HewlettPacka_7d:60:80,Broadcast,802.11,389,-51 dBm,-98 dBm,47 dB,149,5745MHz,"Beacon frame, SN=1377, FN=0, Flags=........C, BI=100, SSID=""UNSW-IoT""",Library,15,Friday,1377.0,0,0.0,2024-10-25 15:16:38.887,0.0
372,2024-10-25 15:16:38.888,HewlettPacka_7d:60:85,Broadcast,802.11,360,-51 dBm,-98 dBm,47 dB,149,5745MHz,"Beacon frame, SN=1381, FN=0, Flags=........C, BI=100, SSID=""UNSW Guest""",Library,15,Friday,1381.0,0,0.0,2024-10-25 15:16:38.888,0.001
371,2024-10-25 15:16:38.888,HewlettPacka_7d:60:84,Broadcast,802.11,398,-51 dBm,-98 dBm,47 dB,149,5745MHz,"Beacon frame, SN=1380, FN=0, Flags=........C, BI=100, SSID=""eduroam""",Library,15,Friday,1380.0,0,0.0,2024-10-25 15:16:38.888,0.0
369,2024-10-25 15:16:38.888,HewlettPacka_7d:60:82,Broadcast,802.11,372,-51 dBm,-98 dBm,47 dB,149,5745MHz,"Beacon frame, SN=1378, FN=0, Flags=........C, BI=100, SSID=""Global_Students""",Library,15,Friday,1378.0,0,0.0,2024-10-25 15:16:38.888,0.0
370,2024-10-25 15:16:38.888,HewlettPacka_7d:60:83,Broadcast,802.11,381,-51 dBm,-98 dBm,47 dB,149,5745MHz,"Beacon frame, SN=1379, FN=0, Flags=........C, BI=100, SSID=Wildcard (Broadcast)",Library,15,Friday,1379.0,0,0.0,2024-10-25 15:16:38.888,0.0
373,2024-10-25 15:16:38.889,HewlettPacka_7d:60:81,Broadcast,802.11,388,-51 dBm,-98 dBm,47 dB,149,5745MHz,"Beacon frame, SN=1382, FN=0, Flags=........C, BI=100, SSID=""uniwide""",Library,15,Friday,1382.0,0,0.0,2024-10-25 15:16:38.889,0.001
422,2024-10-25 15:16:38.957,RivetNetwork_95:f4:03,Cisco_b5:ac:01,802.11,55,-80 dBm,-98 dBm,18 dB,1,2412MHz,"QoS Null function (No data), SN=3247, FN=0, Flags=...PR..TC",Library,15,Friday,3247.0,0,0.0,2024-10-25 15:16:38.957,0.068
424,2024-10-25 15:16:38.963,RivetNetwork_95:f4:03,Cisco_b5:ac:01,802.11,55,-81 dBm,-98 dBm,17 dB,1,2412MHz,"QoS Null function (No data), SN=3248, FN=0, Flags=...PR..TC",Library,15,Friday,3248.0,0,0.0,2024-10-25 15:16:38.963,0.006
426,2024-10-25 15:16:38.964,35:27:21:28:90:fc,05:28:aa:3d:c0:86,802.11,446,-84 dBm,-98 dBm,14 dB,1,2412MHz,"Null function (No data), SN=588, FN=5, Flags=.p..RMF.C",Library,15,Friday,588.0,0,0.0,2024-10-25 15:16:38.964,0.001
427,2024-10-25 15:16:38.965,RivetNetwork_95:f4:03,Cisco_b5:ac:01,802.11,55,-80 dBm,-98 dBm,18 dB,1,2412MHz,"QoS Null function (No data), SN=3249, FN=0, Flags=...PR..TC",Library,15,Friday,3249.0,1,0.0,2024-10-25 15:16:38.965,0.001
431,2024-10-25 15:16:38.988,RivetNetwork_95:f4:03,Cisco_b5:ac:01,802.11,55,-81 dBm,-98 dBm,17 dB,1,2412MHz,"QoS Null function (No data), SN=3259, FN=0, Flags=...P...TC",Library,15,Friday,3259.0,1,0.0,2024-10-25 15:16:38.988,0.023
433,2024-10-25 15:16:38.989,86:88:7f:74:cf:b3,21:b3:31:01:9a:4a,802.11,382,-84 dBm,-98 dBm,14 dB,1,2412MHz,"Data + CF-Ack, SN=568, FN=7, Flags=opmPR.F.C",Library,15,Friday,568.0,0,0.0,2024-10-25 15:16:38.989,0.001
434,2024-10-25 15:16:38.991,Minds_6c:c8:88,b7:d0:36:b3:28:f7,802.11,1059,-76 dBm,-98 dBm,22 dB,1,2412MHz,"Association Response, SN=3551, FN=9, Flags=op..R.F.C",Library,15,Friday,3551.0,0,0.0,2024-10-25 15:16:38.991,0.002
435,2024-10-25 15:16:38.993,0d:92:6b:e5:08:87,14:e6:a3:00:c2:55,802.11,1839,-80 dBm,-98 dBm,18 dB,1,2412MHz,"Data + CF-Poll, SN=2766, FN=7, Flags=opm.....C",Library,15,Friday,2766.0,0,0.0,2024-10-25 15:16:38.993,0.002
436,2024-10-25 15:16:38.995,HewlettPacka_7a:40:53,c6:98:66:d0:42:4f,802.11,354,-76 dBm,-98 dBm,22 dB,1,2412MHz,"Probe Response, SN=3057, FN=0, Flags=........C, BI=50314",Library,15,Friday,3057.0,0,0.0,2024-10-25 15:16:38.995,0.002
437,2024-10-25 15:16:38.995,98:b6:d0:68:c4:bc,0b:cc:68:b5:ac:c1,802.11,396,-79 dBm,-98 dBm,19 dB,1,2412MHz,"QoS Null function (No data), SN=3260, FN=1, Flags=o.mP.M..C",Library,15,Friday,3260.0,0,0.0,2024-10-25 15:16:38.995,0.0
438,2024-10-25 15:16:38.999,RivetNetwork_95:f4:03,Cisco_b5:ac:01,802.11,55,-81 dBm,-98 dBm,17 dB,1,2412MHz,"QoS Null function (No data), SN=3261, FN=0, Flags=...PR..TC",Library,15,Friday,3261.0,0,0.0,2024-10-25 15:16:38.999,0.004
441,2024-10-25 15:16:39.000,RivetNetwork_95:f4:03,Cisco_b5:ac:01,802.11,55,-79 dBm,-98 dBm,19 dB,1,2412MHz,"QoS Null function (No data), SN=3262, FN=0, Flags=...PR..TC",Library,15,Friday,3262.0,1,1.0,2024-10-25 15:16:39.000,0.001
440,2024-10-25 15:16:39.000,RivetNetwork_95:f4:03,Cisco_b5:ac:01,802.11,55,-81 dBm,-98 dBm,17 dB,1,2412MHz,"QoS Null function (No data), SN=3262, FN=0, Flags=...PR..TC",Library,15,Friday,3262.0,1,0.0,2024-10-25 15:16:39.000,0.0
442,2024-10-25 15:16:39.001,9c:a0:d3:95:f4:03,08:cc:28:20:95:0c,802.11,55,-80 dBm,-98 dBm,18 dB,1,2412MHz,"QoS Null function (No data), SN=3263, FN=0, Flags=...P...TC",Library,15,Friday,3263.0,0,0.0,2024-10-25 15:16:39.001,0.001
443,2024-10-25 15:16:39.002,RivetNetwork_95:f4:03,Cisco_b5:ac:01,802.11,55,-78 dBm,-98 dBm,20 dB,1,2412MHz,"QoS Null function (No data), SN=3263, FN=0, Flags=...PR..TC",Library,15,Friday,3263.0,0,0.0,2024-10-25 15:16:39.002,0.001
444,2024-10-25 15:16:39.002,HewlettPacka_7c:f4:c0,Broadcast,802.11,370,-68 dBm,-98 dBm,30 dB,1,2412MHz,"Beacon frame, SN=2291, FN=0, Flags=........C, BI=100, SSID=""UNSW-IoT""",Library,15,Friday,2291.0,0,0.0,2024-10-25 15:16:39.002,0.0
445,2024-10-25 15:16:39.002,HewlettPacka_7c:f4:c3,Broadcast,802.11,379,-68 dBm,-98 dBm,30 dB,1,2412MHz,"Beacon frame, SN=2292, FN=0, Flags=........C, BI=100, SSID=""eduroam""",Library,15,Friday,2292.0,0,0.0,2024-10-25 15:16:39.002,0.0
446,2024-10-25 15:16:39.003,HewlettPacka_7c:f4:c4,Broadcast,802.11,352,-68 dBm,-98 dBm,30 dB,1,2412MHz,"Beacon frame, SN=2294, FN=0, Flags=........C, BI=100, SSID=""Global_Students""",Library,15,Friday,2294.0,0,0.0,2024-10-25 15:16:39.003,0.001
447,2024-10-25 15:16:39.003,HewlettPacka_7c:f4:c1,Broadcast,802.11,362,-68 dBm,-98 dBm,30 dB,1,2412MHz,"Beacon frame, SN=2295, FN=0, Flags=........C, BI=100, SSID=Wildcard (Broadcast)",Library,15,Friday,2295.0,0,0.0,2024-10-25 15:16:39.003,0.0
448,2024-10-25 15:16:39.008,RivetNetwork_95:f4:03,Cisco_b5:ac:01,802.11,55,-81 dBm,-98 dBm,17 dB,1,2412MHz,"QoS Null function (No data), SN=3264, FN=0, Flags=...PR..TC",Library,15,Friday,3264.0,0,0.0,2024-10-25 15:16:39.008,0.005
449,2024-10-25 15:16:39.008,73:4c:8d:aa:f4:03,Cisco_b5:ac:01,802.11,55,-80 dBm,-98 dBm,18 dB,1,2412MHz,"QoS Null function (No data), SN=3577, FN=8, Flags=...PR..TC",Library,15,Friday,3577.0,0,0.0,2024-10-25 15:16:39.008,0.0
450,2024-10-25 15:16:39.012,HewlettPacka_39:39:b2,Broadcast,802.11,344,-75 dBm,-98 dBm,23 dB,1,2412MHz,"Beacon frame, SN=1886, FN=0, Flags=........C, BI=100, SSID=""UNSW Guest""",Library,15,Friday,1886.0,0,0.0,2024-10-25 15:16:39.012,0.004
451,2024-10-25 15:16:39.013,HewlettPacka_39:39:b3,Broadcast,802.11,355,-79 dBm,-98 dBm,19 dB,1,2412MHz,"Beacon frame, SN=1887, FN=0, Flags=........C, BI=100, SSID=""Global_Students""",Library,15,Friday,1887.0,0,0.0,2024-10-25 15:16:39.013,0.001
452,2024-10-25 15:16:39.013,HewlettPacka_39:39:b4,Broadcast,802.11,365,-75 dBm,-98 dBm,23 dB,1,2412MHz,"Beacon frame, SN=1888, FN=0, Flags=........C, BI=100, SSID=Wildcard (Broadcast)",Library,15,Friday,1888.0,0,0.0,2024-10-25 15:16:39.013,0.0
453,2024-10-25 15:16:39.017,HewlettPacka_38:ed:90,Broadcast,802.11,373,-77 dBm,-98 dBm,21 dB,1,2412MHz,"Beacon frame, SN=3627, FN=0, Flags=........C, BI=100, SSID=""UNSW-IoT""",Library,15,Friday,3627.0,0,0.0,2024-10-25 15:16:39.017,0.004
455,2024-10-25 15:16:39.018,HewlettPacka_38:ed:91,Broadcast,802.11,365,-75 dBm,-98 dBm,23 dB,1,2412MHz,"Beacon frame, SN=3617, FN=6, Flags=........C, BI=37334[Malformed Packet]",Library,15,Friday,3617.0,0,0.0,2024-10-25 15:16:39.018,0.001
457,2024-10-25 15:16:39.020,44:12:c4:04:7b:6b,8a:b9:fb:be:dd:9d,802.11,354,-70 dBm,-98 dBm,28 dB,1,2412MHz,"Probe Response, SN=3466, FN=12, Flags=........C, BI=100, SSID=""UNSW-IoT""",Library,15,Friday,3466.0,0,0.0,2024-10-25 15:16:39.020,0.002
456,2024-10-25 15:16:39.020,c4:16:44:7a:40:52,8a:b9:fb:be:dd:9d,802.11,337,-73 dBm,-98 dBm,25 dB,1,2412MHz,"Probe Response, SN=3735, FN=3, Flags=........C, BI=96, SSID=476c6f6261ec71b503b71d12b9abb6",Library,15,Friday,3735.0,0,0.0,2024-10-25 15:16:39.020,0.0
459,2024-10-25 15:16:39.024,HewlettPacka_7c:f4:c3,f2:7c:bd:e1:ec:d2,802.11,364,-69 dBm,-98 dBm,29 dB,1,2412MHz,"Probe Response, SN=3212, FN=0, Flags=........C, BI=100, SSID=""eduroam""[Malformed Packet]",Library,15,Friday,3212.0,0,0.0,2024-10-25 15:16:39.024,0.004
458,2024-10-25 15:16:39.025,HewlettPacka_7a:c4:e5,8a:b9:fb:be:dd:9d,802.11,337,-72 dBm,-98 dBm,26 dB,1,2412MHz,"Probe Response, SN=1915, FN=0, Flags=........C, BI=100, SSID=""Global_Students""",Library,15,Friday,1915.0,0,0.0,2024-10-25 15:16:39.025,0.001
461,2024-10-25 15:16:39.026,HewlettPacka_7a:c4:e1,Broadcast,802.11,368,-71 dBm,-98 dBm,27 dB,1,2412MHz,"Beacon frame, SN=1649, FN=0, Flags=........C, BI=100, SSID=""uniwide""",Library,15,Friday,1649.0,0,0.0,2024-10-25 15:16:39.026,0.001
463,2024-10-25 15:16:39.030,HewlettPacka_7a:c4:e0,f2:7c:bd:e1:ec:d2,802.11,354,-72 dBm,-98 dBm,26 dB,1,2412MHz,"Probe Response, SN=2617, FN=13, Flags=o.......C, BI=2048, SSID=Wildcard (Broadcast)[Malformed Packet]",Library,15,Friday,2617.0,0,0.0,2024-10-25 15:16:39.030,0.004
465,2024-10-25 15:16:39.030,RivetNetwork_95:f4:03,Cisco_b5:ac:01,802.11,55,-80 dBm,-98 dBm,18 dB,1,2412MHz,"QoS Null function (No data), SN=3272, FN=0, Flags=...PR..TC",Library,15,Friday,3272.0,0,0.0,2024-10-25 15:16:39.030,0.0
466,2024-10-25 15:16:39.032,HewlettPacka_7c:f4:c2,f2:7c:bd:e1:ec:d2,802.11,326,-68 dBm,-98 dBm,30 dB,1,2412MHz,"Probe Response, SN=1504, FN=0, Flags=........C, BI=100, SSID=""UNSW Guest""",Library,15,Friday,1504.0,0,0.0,2024-10-25 15:16:39.032,0.002
468,2024-10-25 15:16:39.033,HewlettPacka_7a:51:f3,Broadcast,802.11,368,-77 dBm,-98 dBm,21 dB,1,2412MHz,"Beacon frame, SN=714, FN=0, Flags=........C, BI=100, SSID=""uniwide""",Library,15,Friday,714.0,0,0.0,2024-10-25 15:16:39.033,0.001
469,2024-10-25 15:16:39.033,HewlettPacka_7a:51:f4,Broadcast,802.11,340,-77 dBm,-98 dBm,21 dB,1,2412MHz,"Beacon frame, SN=715, FN=0, Flags=........C, BI=100, SSID=""UNSW Guest""",Library,15,Friday,715.0,0,0.0,2024-10-25 15:16:39.033,0.0
470,2024-10-25 15:16:39.033,94:20:07:52:75:0d,72:b4:6e:70:eb:ac,802.11,113,-81 dBm,-98 dBm,17 dB,1,2412MHz,"Unrecognized (Reserved frame), SN=558, FN=8, Flags=o.mP.MF.C",Library,15,Friday,558.0,0,0.0,2024-10-25 15:16:39.033,0.0
473,2024-10-25 15:16:39.043,f2:7c:bd:e1:ec:d2,Broadcast,802.11,145,-69 dBm,-98 dBm,29 dB,1,2412MHz,"Probe Request, SN=2604, FN=0, Flags=........C, SSID=Wildcard (Broadcast)",Library,15,Friday,2604.0,0,0.0,2024-10-25 15:16:39.043,0.01
474,2024-10-25 15:16:39.044,HewlettPacka_7c:f4:c0,f2:7c:bd:e1:ec:d2,802.11,355,-66 dBm,-98 dBm,32 dB,1,2412MHz,"Probe Response, SN=1408, FN=0, Flags=........C, BI=100, SSID=""UNSW-IoT""[Malformed Packet]",Library,15,Friday,1408.0,0,0.0,2024-10-25 15:16:39.044,0.001
475,2024-10-25 15:16:39.044,HewlettPacka_7c:f4:c3,f2:7c:bd:e1:ec:d2,802.11,364,-67 dBm,-98 dBm,31 dB,1,2412MHz,"Probe Response, SN=3213, FN=0, Flags=........C, BI=100, SSID=""eduroam""[Malformed Packet]",Library,15,Friday,3213.0,0,0.0,2024-10-25 15:16:39.044,0.0
478,2024-10-25 15:16:39.047,HewlettPacka_39:83:32,f2:7c:bd:e1:ec:d2,802.11,340,-84 dBm,-98 dBm,14 dB,1,2412MHz,"Probe Response, SN=2533, FN=0, Flags=........C, BI=100, SSID=""Global_Students""[Malformed Packet]",Library,15,Friday,2533.0,0,0.0,2024-10-25 15:16:39.047,0.003
479,2024-10-25 15:16:39.047,10:1b:6e:9c:19:a7,f2:b0:d6:b5:e5:78,802.11,337,-83 dBm,-98 dBm,15 dB,1,2412MHz,"Probe Response, SN=3661, FN=4, Flags=........C, BI=46816",Library,15,Friday,3661.0,0,0.0,2024-10-25 15:16:39.047,0.0
477,2024-10-25 15:16:39.047,HewlettPacka_39:83:35,f2:7c:bd:e1:ec:d2,802.11,329,-83 dBm,-98 dBm,15 dB,1,2412MHz,"Probe Response, SN=1719, FN=0, Flags=........C, BI=100, SSID=""UNSW Guest""[Malformed Packet]",Library,15,Friday,1719.0,0,0.0,2024-10-25 15:16:39.047,0.0
482,2024-10-25 15:16:39.050,RivetNetwork_95:f4:03,Cisco_b5:ac:01,802.11,55,-78 dBm,-98 dBm,20 dB,1,2412MHz,"QoS Null function (No data), SN=3280, FN=0, Flags=...P...TC",Library,15,Friday,3280.0,1,0.0,2024-10-25 15:16:39.050,0.003
483,2024-10-25 15:16:39.051,RivetNetwork_95:f4:03,Cisco_b5:ac:01,802.11,55,-80 dBm,-98 dBm,18 dB,1,2412MHz,"QoS Null function (No data), SN=3280, FN=0, Flags=...PR..TC",Library,15,Friday,3280.0,1,1.0,2024-10-25 15:16:39.051,0.001
484,2024-10-25 15:16:39.051,RivetNetwork_95:f4:03,Cisco_b5:ac:01,802.11,55,-81 dBm,-98 dBm,17 dB,1,2412MHz,"QoS Null function (No data), SN=3280, FN=0, Flags=...PR..TC",Library,15,Friday,3280.0,1,2.0,2024-10-25 15:16:39.051,0.0
485,2024-10-25 15:16:39.051,RivetNetwork_95:f4:03,Cisco_b5:ac:01,802.11,55,-84 dBm,-98 dBm,14 dB,1,2412MHz,"QoS Null function (No data), SN=3280, FN=0, Flags=...PR..TC",Library,15,Friday,3280.0,1,3.0,2024-10-25 15:16:39.051,0.0
486,2024-10-25 15:16:39.051,RivetNetwork_95:f4:03,Cisco_b5:ac:01,802.11,55,-79 dBm,-98 dBm,19 dB,1,2412MHz,"QoS Null function (No data), SN=3280, FN=0, Flags=...PR..TC",Library,15,Friday,3280.0,1,4.0,2024-10-25 15:16:39.051,0.0
487,2024-10-25 15:16:39.051,RivetNetwork_95:f4:03,Cisco_b5:ac:01,802.11,55,-82 dBm,-98 dBm,16 dB,1,2412MHz,"QoS Null function (No data), SN=3280, FN=0, Flags=...PR..TC",Library,15,Friday,3280.0,1,5.0,2024-10-25 15:16:39.051,0.0
488,2024-10-25 15:16:39.051,RivetNetwork_95:f4:03,Cisco_b5:ac:01,802.11,55,-80 dBm,-98 dBm,18 dB,1,2412MHz,"QoS Null function (No data), SN=3280, FN=0, Flags=...PR..TC",Library,15,Friday,3280.0,1,6.0,2024-10-25 15:16:39.051,0.0
489,2024-10-25 15:16:39.052,RivetNetwork_95:f4:03,Cisco_b5:ac:01,802.11,55,-82 dBm,-98 dBm,16 dB,1,2412MHz,"QoS Null function (No data), SN=3281, FN=0, Flags=...PR..TC",Library,15,Friday,3281.0,1,0.0,2024-10-25 15:16:39.052,0.001
491,2024-10-25 15:16:39.052,RivetNetwork_95:f4:03,Cisco_b5:ac:01,802.11,55,-79 dBm,-98 dBm,19 dB,1,2412MHz,"QoS Null function (No data), SN=3281, FN=0, Flags=...PR..TC",Library,15,Friday,3281.0,1,1.0,2024-10-25 15:16:39.052,0.0
492,2024-10-25 15:16:39.053,RivetNetwork_95:12:07,08:cc:3c:d3:b7:bc,802.11,55,-80 dBm,-98 dBm,18 dB,1,2412MHz,"QoS Null function (No data), SN=1369, FN=11, Flags=...P...TC",Library,15,Friday,1369.0,0,0.0,2024-10-25 15:16:39.053,0.001
494,2024-10-25 15:16:39.054,RivetNetwork_95:f4:03,Cisco_b5:ac:01,802.11,55,-79 dBm,-98 dBm,19 dB,1,2412MHz,"QoS Null function (No data), SN=3282, FN=0, Flags=...PR..TC",Library,15,Friday,3282.0,1,0.0,2024-10-25 15:16:39.054,0.001
495,2024-10-25 15:16:39.054,RivetNetwork_95:f4:03,Cisco_b5:ac:01,802.11,55,-80 dBm,-98 dBm,18 dB,1,2412MHz,"QoS Null function (No data), SN=3282, FN=0, Flags=...PR..TC",Library,15,Friday,3282.0,1,1.0,2024-10-25 15:16:39.054,0.0
